ID,PERID,uno,sero,tot,alt_out,Lin,Min,Hin,gend,gend1,nchlt11,Esc,Ho,Soc,AR,Eo
1647,15276,1,0,1080,1076,0,1,0,2,0,0,0,0,4,0,0
913,8901,1,0,1080,1000,1,0,0,1,1,0,0,80,0,0,0
663,6403,1,0,1080,1076,1,0,0,1,1,2,0,0,4,0,0
1204,11568,1,0,1080,955,1,0,0,2,0,0,0,125,0,0,0
1795,16554,1,0,1080,1075,1,0,0,2,0,2,0,0,0,5,0
816,7750,1,0,1080,432,0,1,0,2,0,0,95,553,0,0,0
1125,11032,1,0,1080,1079,1,0,0,1,1,0,0,1,0,0,0
1549,14539,1,0,1080,1044,0,1,0,2,0,0,0,36,0,0,0
1748,16134,1,0,1080,516,1,0,0,2,0,0,0,564,0,0,0
346,3330,1,0,1080,917,0,1,0,1,1,0,0,163,0,0,0
1816,16861,1,0,1080,559,1,0,0,2,0,2,0,500,0,0,21
368,3489,1,0,1080,97,0,1,0,2,0,0,0,983,0,0,0
380,3627,1,0,1080,983,0,0,1,2,0,0,0,97,0,0,0
457,4497,1,0,1080,1078,1,0,0,1,1,0,0,0,2,0,0
5,46,1,0,1080,758,0,1,0,2,0,0,0,0,0,0,322
135,1161,1,0,1080,1079,1,0,0,2,0,0,1,0,0,0,0
1094,10727,1,0,1080,820,0,1,0,2,0,0,0,260,0,0,0
1054,10294,1,0,1080,1071,1,0,0,2,0,0,0,2,0,0,7
1987,18385,1,0,1080,858,1,0,0,2,0,1,0,0,222,0,0
454,4454,1,0,1080,735,0,0,1,2,0,0,0,67,278,0,0
88,765,1,0,1080,629,0,0,1,1,1,0,0,415,36,0,0
20,176,1,0,1080,646,1,0,0,1,1,0,0,0,434,0,0
853,8151,1,0,1080,937,1,0,0,1,1,0,0,6,137,0,0
1942,18050,1,0,1080,857,0,0,1,2,0,1,0,147,0,0,76
596,5624,1,0,1080,698,1,0,0,1,1,0,0,30,352,0,0
1774,16362,1,0,1080,1037,1,0,0,2,0,0,0,43,0,0,0
264,2408,1,0,1080,693,0,1,0,2,0,0,1,386,0,0,0
621,5842,1,0,1080,918,0,0,1,2,0,0,0,162,0,0,0
912,8899,1,0,1080,652,0,0,1,2,0,0,3,189,0,236,0
1247,11993,1,0,1080,1078,1,0,0,2,0,0,0,0,0,0,2
1302,12422,1,0,1080,1001,1,0,0,1,1,0,79,0,0,0,0
907,8872,1,0,1080,1079,0,0,1,2,0,0,0,0,0,1,0
1812,16819,1,0,1080,630,0,0,1,2,0,0,0,44,209,0,197
55,496,1,0,1080,1078,0,0,1,2,0,0,0,0,2,0,0
858,8223,1,0,1080,358,0,0,1,2,0,0,0,722,0,0,0
924,8987,1,0,1080,959,1,0,0,1,1,0,87,0,0,0,34
1077,10583,1,0,1080,992,0,1,0,2,0,0,1,0,83,4,0
1578,14777,1,0,1080,538,0,1,0,2,0,0,0,358,0,0,184
758,7257,1,0,1080,346,0,1,0,2,0,2,0,734,0,0,0
44,393,1,0,1080,859,1,0,0,1,1,0,0,6,66,0,149
904,8830,1,0,1080,671,0,1,0,2,0,0,0,293,111,0,5
1399,13274,1,0,1080,1078,0,1,0,2,0,1,0,0,2,0,0
1315,12530,1,0,1080,286,0,0,1,2,0,1,0,0,794,0,0
1037,10166,1,0,1080,1075,0,1,0,2,0,0,0,0,0,0,5
635,6055,1,0,1080,1078,1,0,0,1,1,0,0,0,0,2,0
761,7319,1,0,1080,951,0,1,0,1,1,3,0,129,0,0,0
1740,16067,1,0,1080,874,0,1,0,2,0,0,5,132,69,0,0
1588,14852,1,0,1080,566,1,0,0,2,0,0,0,338,176,0,0
443,4361,1,0,1080,597,1,0,0,2,0,0,0,483,0,0,0
1607,14994,1,0,1080,1075,0,0,1,2,0,0,0,0,0,0,5
915,8903,1,0,1080,1066,1,0,0,2,0,0,0,0,0,0,14
179,1539,1,0,1080,1077,0,0,1,2,0,0,0,0,0,3,0
1640,15253,1,0,1080,857,0,1,0,2,0,0,0,223,0,0,0
206,1761,1,0,1080,741,0,1,0,2,0,0,0,339,0,0,0
362,3446,1,0,1080,862,0,0,1,2,0,1,0,124,0,94,0
1741,16068,1,0,1080,1076,1,0,0,1,1,0,0,0,0,4,0
1811,16788,1,0,1080,957,0,1,0,2,0,2,0,123,0,0,0
1267,12154,1,0,1080,1079,1,0,0,2,0,0,0,1,0,0,0
193,1609,1,0,1080,253,0,1,0,2,0,0,0,827,0,0,0
301,2865,1,0,1080,1076,1,0,0,2,0,0,0,0,0,0,4
1008,9852,1,0,1080,456,0,0,1,1,1,0,0,624,0,0,0
537,5271,1,0,1080,1058,0,0,1,2,0,0,22,0,0,0,0
684,6623,1,0,1080,918,0,0,1,1,1,0,17,145,0,0,0
1995,18442,1,0,1080,1078,0,0,1,2,0,0,2,0,0,0,0
1939,18004,1,0,1080,1079,1,0,0,2,0,0,0,0,0,1,0
1210,11615,1,0,1080,736,1,0,0,1,1,2,0,0,344,0,0
1231,11847,1,0,1080,987,1,0,0,1,1,0,0,0,83,10,0
1543,14489,1,0,1080,872,1,0,0,2,0,0,0,208,0,0,0
445,4373,1,0,1080,1076,1,0,0,2,0,0,4,0,0,0,0
891,8693,1,0,1080,1078,1,0,0,1,1,0,0,2,0,0,0
1417,13440,1,0,1080,1029,0,1,0,2,0,0,0,51,0,0,0
646,6194,1,0,1080,916,0,1,0,1,1,0,0,150,0,0,14
1011,9867,1,0,1080,1077,1,0,0,2,0,0,0,3,0,0,0
336,3238,1,0,1080,808,1,0,0,1,1,2,22,250,0,0,0
1122,11022,1,0,1080,856,0,1,0,2,0,0,72,152,0,0,0
1590,14877,1,0,1080,975,1,0,0,1,1,1,21,0,84,0,0
1341,12754,1,0,1080,1036,0,1,0,1,1,0,0,44,0,0,0
874,8465,1,0,1080,357,0,0,1,2,0,0,0,0,723,0,0
1477,13980,1,0,1080,1076,0,0,1,2,0,0,0,0,4,0,0
1595,14907,1,0,1080,1079,0,0,1,2,0,0,0,0,0,0,1
1068,10448,1,0,1080,108,0,0,1,2,0,3,0,972,0,0,0
1357,12905,1,0,1080,744,0,0,1,1,1,0,0,0,0,0,336
623,5867,1,0,1080,1075,0,0,1,1,1,0,0,0,0,0,5
709,6843,1,0,1080,1079,1,0,0,2,0,1,0,1,0,0,0
1997,18458,1,0,1080,1076,0,0,1,2,0,0,0,0,4,0,0
1718,15901,1,0,1080,288,0,1,0,2,0,1,0,792,0,0,0
106,890,1,0,1080,661,0,0,1,2,0,0,0,419,0,0,0
1844,17104,1,0,1080,907,0,1,0,1,1,0,0,173,0,0,0
114,923,1,0,1080,996,1,0,0,1,1,0,62,0,22,0,0
345,3313,1,0,1080,1075,0,1,0,2,0,1,0,0,5,0,0
1111,10902,1,0,1080,1076,0,0,1,2,0,0,4,0,0,0,0
1920,17809,1,0,1080,721,1,0,0,1,1,1,19,0,215,0,125
1457,13793,1,0,1080,1035,0,1,0,2,0,0,0,45,0,0,0
1556,14598,1,0,1080,572,0,1,0,2,0,0,0,486,0,0,22
754,7232,1,0,1080,1078,1,0,0,1,1,0,0,0,0,0,2
79,739,1,0,1080,1076,1,0,0,1,1,1,4,0,0,0,0
1722,15926,1,0,1080,962,0,1,0,2,0,0,0,118,0,0,0
802,7651,1,0,1080,956,0,0,1,1,1,1,0,3,0,78,43
510,4979,1,0,1080,873,1,0,0,1,1,2,10,0,197,0,0
744,7142,1,0,1080,734,1,0,0,2,0,0,67,255,24,0,0
1317,12539,1,0,1080,1002,0,0,1,2,0,2,0,78,0,0,0
780,7424,1,0,1080,1024,1,0,0,1,1,0,35,0,0,21,0
1830,16939,1,0,1080,1060,0,1,0,2,0,0,0,20,0,0,0
150,1313,1,0,1080,1011,0,0,1,2,0,0,69,0,0,0,0
1108,10868,1,0,1080,472,0,0,1,1,1,0,0,608,0,0,0
1293,12342,1,0,1080,481,0,0,1,2,0,0,0,599,0,0,0
762,7324,1,0,1080,614,1,0,0,2,0,0,31,0,435,0,0
1153,11179,1,0,1080,906,0,1,0,1,1,0,0,174,0,0,0
230,2026,1,0,1080,763,0,1,0,2,0,0,0,0,265,27,25
546,5341,1,0,1080,757,0,0,1,1,1,0,197,126,0,0,0
755,7245,1,0,1080,1054,1,0,0,1,1,0,0,0,26,0,0
1020,9931,1,0,1080,1004,0,1,0,2,0,0,6,70,0,0,0
1163,11240,1,0,1080,1039,0,1,0,1,1,0,0,41,0,0,0
1695,15631,1,0,1080,886,0,0,1,2,0,2,0,0,0,0,194
270,2492,1,0,1080,1075,0,0,1,2,0,0,5,0,0,0,0
1248,11995,1,0,1080,382,1,0,0,2,0,0,53,645,0,0,0
814,7729,1,0,1080,841,0,1,0,2,0,2,0,239,0,0,0
848,8112,1,0,1080,442,1,0,0,2,0,0,0,572,66,0,0
58,505,1,0,1080,384,0,0,1,2,0,0,0,696,0,0,0
566,5444,1,0,1080,575,0,1,0,2,0,0,0,267,238,0,0
927,9035,1,0,1080,1078,1,0,0,1,1,1,0,2,0,0,0
350,3351,1,0,1080,1077,0,1,0,2,0,0,0,3,0,0,0
465,4576,1,0,1080,817,0,1,0,1,1,0,263,0,0,0,0
1876,17479,1,0,1080,834,1,0,0,2,0,0,0,246,0,0,0
1507,14215,1,0,1080,1078,1,0,0,2,0,0,0,0,2,0,0
588,5571,1,0,1080,709,0,1,0,1,1,0,0,371,0,0,0
522,5061,1,0,1080,920,0,1,0,2,0,0,20,140,0,0,0
417,4088,1,0,1080,1078,1,0,0,1,1,1,0,0,2,0,0
1328,12686,1,0,1080,558,0,1,0,1,1,2,0,522,0,0,0
659,6335,1,0,1080,1079,1,0,0,1,1,0,0,0,1,0,0
269,2489,1,0,1080,1077,0,0,1,1,1,0,0,0,3,0,0
964,9444,1,0,1080,744,0,0,1,2,0,0,0,336,0,0,0
1810,16787,1,0,1080,1050,0,1,0,1,1,2,0,0,30,0,0
1790,16512,1,0,1080,1062,1,0,0,2,0,0,0,0,0,0,18
126,1120,1,0,1080,838,0,1,0,2,0,0,0,226,0,0,16
726,6988,1,0,1080,935,1,0,0,2,0,0,17,128,0,0,0
1004,9809,1,0,1080,850,1,0,0,2,0,3,0,230,0,0,0
467,4587,1,0,1080,1078,1,0,0,1,1,0,0,2,0,0,0
220,1886,1,0,1080,1005,0,1,0,2,0,0,0,75,0,0,0
1631,15173,1,0,1080,1078,1,0,0,1,1,1,2,0,0,0,0
396,3888,1,0,1080,769,1,0,0,2,0,0,6,249,56,0,0
1990,18411,1,0,1080,997,0,0,1,2,0,0,0,62,0,21,0
1152,11178,1,0,1080,677,0,1,0,1,1,0,25,50,324,4,0
1742,16087,1,0,1080,590,1,0,0,1,1,0,0,0,490,0,0
1179,11375,1,0,1080,1076,1,0,0,2,0,0,4,0,0,0,0
1569,14722,1,0,1080,890,0,1,0,2,0,0,0,190,0,0,0
477,4684,1,0,1080,1077,1,0,0,2,0,2,0,3,0,0,0
143,1217,1,0,1080,1022,1,0,0,1,1,0,0,58,0,0,0
1750,16151,1,0,1080,1078,1,0,0,2,0,0,0,2,0,0,0
1983,18332,1,0,1080,1076,0,1,0,2,0,0,0,0,0,0,4
174,1522,1,0,1080,425,1,0,0,2,0,0,0,0,97,0,558
1277,12270,1,0,1080,1078,1,0,0,1,1,1,0,0,2,0,0
1198,11530,1,0,1080,699,1,0,0,2,0,0,0,381,0,0,0
782,7449,1,0,1080,1078,1,0,0,1,1,1,0,0,2,0,0
1145,11140,1,0,1080,1077,0,0,1,2,0,1,0,0,0,3,0
1080,10614,1,0,1080,805,0,0,1,2,0,2,53,222,0,0,0
1536,14450,1,0,1080,469,0,0,1,2,0,0,42,569,0,0,0
1585,14799,1,0,1080,1077,0,0,1,2,0,0,0,0,3,0,0
397,3895,1,0,1080,1076,0,1,0,2,0,0,0,0,0,4,0
1676,15451,1,0,1080,806,1,0,0,2,0,1,0,274,0,0,0
1739,16063,1,0,1080,1078,0,1,0,2,0,1,2,0,0,0,0
716,6871,1,0,1080,861,1,0,0,1,1,0,0,139,55,0,25
1951,18097,1,0,1080,1078,1,0,0,2,0,0,2,0,0,0,0
353,3369,1,0,1080,683,0,0,1,2,0,0,0,397,0,0,0
33,244,1,0,1080,677,0,0,1,1,1,1,35,368,0,0,0
9,99,1,0,1080,896,0,1,0,2,0,1,10,168,0,0,6
1496,14162,1,0,1080,554,0,1,0,2,0,0,0,526,0,0,0
697,6734,1,0,1080,1075,1,0,0,2,0,1,0,0,0,5,0
689,6681,1,0,1080,969,0,1,0,2,0,0,0,111,0,0,0
831,7933,1,0,1080,1079,0,1,0,2,0,0,0,1,0,0,0
594,5607,1,0,1080,470,0,1,0,1,1,0,0,0,610,0,0
777,7405,1,0,1080,1078,1,0,0,2,0,2,0,2,0,0,0
1451,13748,1,0,1080,1079,0,1,0,1,1,1,0,0,0,1,0
952,9276,1,0,1080,996,1,0,0,2,0,0,4,61,0,0,19
1895,17614,1,0,1080,1077,0,0,1,1,1,0,0,3,0,0,0
65,611,1,0,1080,978,1,0,0,2,0,0,0,0,0,102,0
1439,13652,1,0,1080,1078,0,1,0,2,0,0,0,0,0,0,2
1642,15257,1,0,1080,962,0,1,0,1,1,0,0,21,92,5,0
489,4807,1,0,1080,893,0,1,0,1,1,0,0,0,187,0,0
1273,12208,1,0,1080,840,1,0,0,1,1,0,0,70,170,0,0
1289,12323,1,0,1080,1069,1,0,0,2,0,2,0,11,0,0,0
1658,15341,1,0,1080,187,0,0,1,2,0,0,0,28,865,0,0
1755,16194,1,0,1080,1079,1,0,0,2,0,0,0,0,0,0,1
430,4208,1,0,1080,1079,1,0,0,1,1,1,0,0,0,1,0
1239,11901,1,0,1080,1079,1,0,0,2,0,0,1,0,0,0,0
838,7990,1,0,1080,746,1,0,0,2,0,0,0,334,0,0,0
1150,11159,1,0,1080,1079,1,0,0,2,0,0,0,0,0,1,0
1584,14795,1,0,1080,578,0,1,0,2,0,1,26,476,0,0,0
1199,11552,1,0,1080,1078,1,0,0,2,0,0,0,0,0,0,2
783,7462,1,0,1080,1076,0,1,0,1,1,0,4,0,0,0,0
1745,16112,1,0,1080,1079,1,0,0,1,1,0,0,0,0,1,0
957,9354,1,0,1080,1077,0,0,1,1,1,0,0,0,0,0,3
1828,16932,1,0,1080,512,0,1,0,2,0,0,0,568,0,0,0
1056,10316,1,0,1080,361,0,0,1,1,1,0,0,109,610,0,0
490,4822,1,0,1080,1014,1,0,0,1,1,0,0,0,0,0,66
1136,11088,1,0,1080,567,1,0,0,2,0,0,0,216,0,0,297
1733,15994,1,0,1080,641,1,0,0,2,0,0,0,439,0,0,0
1064,10396,1,0,1080,820,1,0,0,2,0,1,0,260,0,0,0
39,326,1,0,1080,1076,0,1,0,1,1,3,0,0,0,4,0
361,3440,1,0,1080,1078,1,0,0,1,1,0,0,0,2,0,0
1215,11649,1,0,1080,1077,1,0,0,2,0,1,0,3,0,0,0
1396,13254,1,0,1080,774,1,0,0,1,1,0,0,57,0,106,143
1606,14983,1,0,1080,852,1,0,0,2,0,0,0,228,0,0,0
1753,16161,1,0,1080,899,1,0,0,2,0,0,0,181,0,0,0
111,911,1,0,1080,1075,1,0,0,2,0,1,0,0,0,5,0
124,1095,1,0,1080,775,0,0,1,2,0,0,0,302,0,3,0
15,132,1,0,1080,1077,0,0,1,2,0,0,0,0,0,3,0
740,7095,1,0,1080,994,0,1,0,1,1,0,0,40,36,10,0
1320,12593,1,0,1080,818,0,1,0,2,0,0,53,117,83,0,9
1434,13627,1,0,1080,658,0,1,0,1,1,1,0,0,422,0,0
691,6687,1,0,1080,1077,1,0,0,1,1,0,3,0,0,0,0
873,8452,1,0,1080,579,0,0,1,2,0,0,0,501,0,0,0
1323,12619,1,0,1080,666,0,0,1,2,0,3,0,414,0,0,0
1704,15741,1,0,1080,956,1,0,0,1,1,0,6,31,0,33,54
585,5554,1,0,1080,1076,1,0,0,2,0,0,0,4,0,0,0
728,6996,1,0,1080,444,0,0,1,2,0,0,0,636,0,0,0
1364,12958,1,0,1080,308,1,0,0,1,1,1,0,0,772,0,0
10,105,1,0,1080,1054,1,0,0,2,0,0,0,0,0,26,0
1455,13770,1,0,1080,1079,1,0,0,2,0,0,0,0,0,1,0
1368,12981,1,0,1080,84,0,1,0,1,1,0,0,996,0,0,0
801,7645,1,0,1080,1013,0,1,0,1,1,0,0,67,0,0,0
984,9617,1,0,1080,609,0,0,1,2,0,1,5,461,0,0,5
842,8049,1,0,1080,1035,0,0,1,1,1,0,0,45,0,0,0
1201,11556,1,0,1080,811,0,0,1,2,0,2,0,269,0,0,0
998,9759,1,0,1080,709,0,1,0,1,1,0,0,371,0,0,0
1970,18255,1,0,1080,1069,1,0,0,1,1,0,0,0,0,0,11
1979,18319,1,0,1080,1075,0,1,0,2,0,0,0,0,0,0,5
954,9309,1,0,1080,936,1,0,0,1,1,0,3,0,0,0,141
624,5881,1,0,1080,652,1,0,0,2,0,0,2,158,268,0,0
1689,15577,1,0,1080,995,0,1,0,1,1,2,85,0,0,0,0
1749,16136,1,0,1080,950,0,0,1,2,0,0,0,50,80,0,0
846,8085,1,0,1080,736,0,0,1,1,1,0,0,44,261,39,0
1847,17125,1,0,1080,1078,1,0,0,2,0,2,0,0,0,2,0
615,5819,1,0,1080,1037,0,0,1,1,1,0,0,0,43,0,0
1042,10202,1,0,1080,707,0,0,1,2,0,0,0,74,299,0,0
772,7371,1,0,1080,881,1,0,0,2,0,0,0,59,6,0,134
156,1391,1,0,1080,923,1,0,0,1,1,0,0,96,61,0,0
330,3182,1,0,1080,785,1,0,0,1,1,0,72,0,138,0,85
1518,14315,1,0,1080,285,0,0,1,2,0,0,38,757,0,0,0
191,1588,1,0,1080,1078,1,0,0,2,0,0,0,0,0,0,2
1487,14071,1,0,1080,1077,0,0,1,2,0,4,0,0,0,0,3
488,4802,1,0,1080,739,1,0,0,1,1,0,0,324,0,0,17
1960,18167,1,0,1080,1054,1,0,0,2,0,1,15,11,0,0,0
352,3359,1,0,1080,771,1,0,0,1,1,0,0,0,254,0,55
73,686,1,0,1080,535,0,0,1,2,0,1,0,545,0,0,0
745,7143,1,0,1080,1076,0,1,0,1,1,0,0,0,0,4,0
1241,11918,1,0,1080,772,0,1,0,2,0,0,0,308,0,0,0
1083,10638,1,0,1080,942,1,0,0,2,0,0,0,138,0,0,0
1928,17898,1,0,1080,439,0,0,1,2,0,0,0,641,0,0,0
1623,15099,1,0,1080,921,0,0,1,2,0,0,0,159,0,0,0
1829,16933,1,0,1080,1075,1,0,0,2,0,1,5,0,0,0,0
165,1438,1,0,1080,1077,0,1,0,2,0,0,3,0,0,0,0
168,1456,1,0,1080,297,1,0,0,2,0,1,44,739,0,0,0
1017,9900,1,0,1080,1078,1,0,0,2,0,0,0,0,0,0,2
1115,10932,1,0,1080,1076,1,0,0,2,0,2,0,0,0,4,0
859,8225,1,0,1080,1076,0,0,1,2,0,0,0,0,4,0,0
985,9642,1,0,1080,1079,0,1,0,2,0,0,0,0,0,0,1
1527,14363,1,0,1080,1077,1,0,0,1,1,1,0,0,3,0,0
1705,15744,1,0,1080,1078,0,0,1,2,0,0,0,0,0,0,2
306,2914,1,0,1080,656,0,0,1,2,0,0,8,416,0,0,0
678,6575,1,0,1080,392,1,0,0,1,1,0,0,0,688,0,0
1397,13260,1,0,1080,1006,0,1,0,2,0,4,0,74,0,0,0
199,1686,1,0,1080,1077,0,0,1,1,1,0,0,0,0,3,0
1735,16009,1,0,1080,1075,1,0,0,1,1,0,0,0,0,0,5
157,1419,1,0,1080,1077,1,0,0,2,0,0,3,0,0,0,0
1930,17904,1,0,1080,1076,0,1,0,1,1,0,0,0,0,0,4
1472,13942,1,0,1080,637,0,1,0,1,1,0,0,170,237,0,36
888,8656,1,0,1080,350,1,0,0,2,0,2,3,289,438,0,0
1266,12123,1,0,1080,389,1,0,0,2,0,2,0,10,675,0,6
1218,11657,1,0,1080,598,1,0,0,1,1,0,0,464,0,0,18
26,223,1,0,1080,1058,1,0,0,1,1,0,0,22,0,0,0
1600,14929,1,0,1080,710,0,0,1,1,1,0,10,0,297,0,63
1943,18053,1,0,1080,876,1,0,0,1,1,0,0,204,0,0,0
1262,12095,1,0,1080,1076,0,0,1,1,1,0,0,0,0,0,4
1151,11175,1,0,1080,1077,0,1,0,2,0,0,0,0,0,3,0
856,8194,1,0,1080,687,1,0,0,2,0,0,0,393,0,0,0
1280,12282,1,0,1080,309,1,0,0,2,0,0,0,0,771,0,0
1301,12409,1,0,1080,818,1,0,0,2,0,2,0,0,262,0,0
1085,10652,1,0,1080,1075,1,0,0,2,0,0,0,5,0,0,0
219,1872,1,0,1080,1078,0,1,0,2,0,0,0,0,0,2,0
970,9522,1,0,1080,1025,0,0,1,2,0,0,0,20,35,0,0
1953,18119,1,0,1080,709,0,1,0,2,0,0,0,371,0,0,0
648,6214,1,0,1080,545,0,1,0,1,1,0,0,499,4,32,0
862,8265,1,0,1080,932,1,0,0,1,1,1,0,0,148,0,0
1601,14955,1,0,1080,995,1,0,0,2,0,0,0,85,0,0,0
1464,13877,1,0,1080,582,0,1,0,2,0,0,140,180,178,0,0
860,8245,1,0,1080,571,1,0,0,2,0,1,0,0,509,0,0
982,9602,1,0,1080,950,0,0,1,2,0,0,0,130,0,0,0
369,3492,1,0,1080,940,1,0,0,1,1,0,0,0,0,0,140
580,5504,1,0,1080,273,1,0,0,1,1,1,0,0,807,0,0
1021,9960,1,0,1080,689,0,1,0,2,0,2,0,49,342,0,0
774,7389,1,0,1080,961,1,0,0,2,0,1,8,96,15,0,0
810,7696,1,0,1080,1075,1,0,0,1,1,0,5,0,0,0,0
1174,11321,1,0,1080,851,0,1,0,2,0,1,0,229,0,0,0
1367,12977,1,0,1080,1079,1,0,0,2,0,2,0,0,1,0,0
213,1833,1,0,1080,904,0,1,0,1,1,0,0,139,0,0,37
593,5584,1,0,1080,335,0,1,0,2,0,1,0,745,0,0,0
1260,12091,1,0,1080,1060,1,0,0,2,0,0,20,0,0,0,0
74,697,1,0,1080,924,1,0,0,2,0,0,0,84,33,0,39
713,6854,1,0,1080,659,1,0,0,1,1,0,0,0,421,0,0
1065,10405,1,0,1080,1059,1,0,0,2,0,0,0,0,21,0,0
1500,14180,1,0,1080,845,0,1,0,1,1,0,39,0,0,0,196
702,6795,1,0,1080,1023,0,0,1,2,0,1,12,45,0,0,0
1481,14029,1,0,1080,1021,1,0,0,1,1,2,0,59,0,0,0
178,1538,1,0,1080,774,0,0,1,1,1,0,0,272,0,0,34
1418,13451,1,0,1080,324,0,1,0,2,0,0,0,756,0,0,0
521,5056,1,0,1080,749,0,1,0,2,0,2,0,331,0,0,0
387,3742,1,0,1080,1075,0,1,0,2,0,0,0,0,5,0,0
1649,15295,1,0,1080,1038,1,0,0,2,0,0,0,0,0,42,0
276,2520,1,0,1080,644,0,1,0,2,0,0,88,348,0,0,0
614,5817,1,0,1080,883,0,0,1,2,0,0,0,197,0,0,0
1045,10227,1,0,1080,961,0,1,0,2,0,0,0,0,0,0,119
1945,18065,1,0,1080,835,1,0,0,1,1,0,0,0,245,0,0
516,5032,1,0,1080,615,1,0,0,2,0,1,0,405,0,12,48
1956,18150,1,0,1080,798,0,1,0,1,1,0,0,282,0,0,0
1693,15615,1,0,1080,535,0,0,1,1,1,0,0,545,0,0,0
833,7954,1,0,1080,608,1,0,0,2,0,1,0,472,0,0,0
1224,11791,1,0,1080,535,1,0,0,1,1,0,0,0,545,0,0
1817,16865,1,0,1080,1076,1,0,0,2,0,1,0,0,4,0,0
807,7683,1,0,1080,1075,1,0,0,1,1,0,0,0,0,0,5
1028,10040,1,0,1080,576,0,0,1,1,1,0,0,231,273,0,0
1593,14898,1,0,1080,793,1,0,0,1,1,0,0,287,0,0,0
413,4047,1,0,1080,959,1,0,0,2,0,0,0,121,0,0,0
1880,17493,1,0,1080,839,1,0,0,2,0,2,0,24,34,183,0
1538,14456,1,0,1080,699,1,0,0,2,0,0,0,381,0,0,0
906,8864,1,0,1080,471,0,1,0,2,0,4,106,503,0,0,0
1479,13991,1,0,1080,1075,0,1,0,2,0,0,0,0,0,0,5
718,6885,1,0,1080,397,1,0,0,2,0,1,0,683,0,0,0
1440,13664,1,0,1080,724,0,1,0,1,1,3,152,136,0,68,0
1522,14352,1,0,1080,1037,1,0,0,1,1,0,0,0,0,0,43
1557,14612,1,0,1080,1078,0,0,1,1,1,0,0,2,0,0,0
1914,17755,1,0,1080,1057,1,0,0,1,1,0,23,0,0,0,0
1641,15256,1,0,1080,781,0,1,0,2,0,0,0,299,0,0,0
554,5390,1,0,1080,881,0,1,0,1,1,1,0,38,161,0,0
1687,15558,1,0,1080,1079,0,1,0,2,0,0,0,0,0,0,1
573,5469,1,0,1080,849,1,0,0,2,0,0,29,192,10,0,0
149,1303,1,0,1080,1075,1,0,0,2,0,0,0,0,5,0,0
442,4345,1,0,1080,900,0,1,0,2,0,0,0,154,26,0,0
870,8431,1,0,1080,950,1,0,0,1,1,0,130,0,0,0,0
56,500,1,0,1080,763,0,0,1,1,1,0,0,317,0,0,0
1019,9919,1,0,1080,793,1,0,0,2,0,2,0,0,0,0,287
131,1139,1,0,1080,941,0,0,1,2,0,0,0,139,0,0,0
869,8424,1,0,1080,918,0,0,1,2,0,1,0,162,0,0,0
1993,18426,1,0,1080,134,1,0,0,2,0,1,0,946,0,0,0
887,8653,1,0,1080,1075,1,0,0,1,1,0,0,0,5,0,0
257,2320,1,0,1080,941,0,0,1,2,0,2,0,139,0,0,0
1721,15921,1,0,1080,694,0,0,1,2,0,3,0,273,89,0,24
1871,17403,1,0,1080,1076,0,0,1,1,1,0,4,0,0,0,0
1331,12714,1,0,1080,1036,0,1,0,1,1,0,0,0,0,0,44
526,5124,1,0,1080,836,0,0,1,2,0,0,0,244,0,0,0
1570,14731,1,0,1080,1020,0,1,0,2,0,0,0,60,0,0,0
1907,17706,1,0,1080,1077,1,0,0,2,0,2,0,3,0,0,0
1137,11098,1,0,1080,1062,0,0,1,2,0,0,0,18,0,0,0
1408,13335,1,0,1080,349,0,1,0,1,1,2,0,731,0,0,0
188,1577,1,0,1080,256,1,0,0,2,0,0,0,0,824,0,0
918,8927,1,0,1080,371,0,0,1,2,0,0,0,709,0,0,0
1703,15720,1,0,1080,1045,0,0,1,2,0,0,0,35,0,0,0
98,832,1,0,1080,466,0,0,1,2,0,0,0,614,0,0,0
1140,11110,1,0,1080,530,0,1,0,1,1,0,56,0,481,0,13
349,3350,1,0,1080,744,0,1,0,1,1,0,0,0,336,0,0
1913,17748,1,0,1080,1022,1,0,0,1,1,0,0,58,0,0,0
600,5678,1,0,1080,892,0,1,0,2,0,0,144,44,0,0,0
151,1345,1,0,1080,1077,0,1,0,2,0,1,0,0,0,3,0
701,6791,1,0,1080,1078,1,0,0,2,0,2,0,0,0,2,0
1282,12305,1,0,1080,772,1,0,0,1,1,0,0,0,308,0,0
1005,9810,1,0,1080,964,1,0,0,2,0,3,116,0,0,0,0
13,113,1,0,1080,756,0,1,0,2,0,0,0,313,11,0,0
125,1114,1,0,1080,920,0,1,0,2,0,0,0,0,160,0,0
1620,15068,1,0,1080,991,1,0,0,2,0,2,52,22,0,15,0
1284,12309,1,0,1080,672,0,0,1,2,0,0,75,333,0,0,0
1743,16089,1,0,1080,741,1,0,0,1,1,0,0,339,0,0,0
1770,16331,1,0,1080,431,1,0,0,1,1,0,0,0,649,0,0
120,1010,1,0,1080,759,0,1,0,1,1,0,0,0,229,92,0
1892,17573,1,0,1080,788,1,0,0,2,0,4,0,292,0,0,0
650,6241,1,0,1080,648,1,0,0,2,0,0,0,0,432,0,0
101,856,1,0,1080,1060,1,0,0,2,0,0,0,20,0,0,0
1883,17512,1,0,1080,749,0,0,1,2,0,0,0,331,0,0,0
528,5132,1,0,1080,420,0,1,0,2,0,0,31,629,0,0,0
