ID,PERID,uno,sero,tot,alt_out,Lin,Min,Hin,gend,gend1,nchlt11,Esc,Ho,Soc,AR,Eo
265,2421,1,0,1080,1040,0,0,1,2,0,2,0,0,34,0,6
682,6597,1,0,1080,918,0,1,0,2,0,0,0,162,0,0,0
558,5407,1,0,1080,435,0,1,0,2,0,0,0,645,0,0,0
1761,16260,1,0,1080,660,0,0,1,2,0,1,260,160,0,0,0
1915,17761,1,0,1080,1078,1,0,0,2,0,0,0,0,0,0,2
917,8917,1,0,1080,1058,0,1,0,2,0,1,0,22,0,0,0
926,9034,1,0,1080,957,1,0,0,2,0,1,0,123,0,0,0
1441,13679,1,0,1080,770,1,0,0,2,0,3,0,310,0,0,0
212,1820,1,0,1080,973,1,0,0,2,0,0,0,50,49,8,0
826,7878,1,0,1080,698,0,0,1,2,0,2,0,382,0,0,0
818,7779,1,0,1080,285,1,0,0,2,0,0,0,795,0,0,0
1354,12851,1,0,1080,863,0,0,1,2,0,0,0,217,0,0,0
171,1487,1,0,1080,1076,1,0,0,2,0,0,0,4,0,0,0
1449,13722,1,0,1080,970,0,1,0,2,0,0,0,110,0,0,0
1771,16332,1,0,1080,1075,1,0,0,2,0,0,0,0,0,5,0
103,871,1,0,1080,1078,1,0,0,1,1,0,0,2,0,0,0
1659,15348,1,0,1080,1079,0,1,0,1,1,3,0,0,1,0,0
1759,16237,1,0,1080,1079,0,0,1,1,1,0,0,0,0,0,1
1764,16288,1,0,1080,815,1,0,0,2,0,1,45,173,0,0,47
1789,16510,1,0,1080,1079,0,0,1,2,0,0,0,0,0,1,0
523,5093,1,0,1080,971,0,1,0,1,1,0,0,109,0,0,0
1269,12162,1,0,1080,912,0,1,0,2,0,2,0,168,0,0,0
1322,12614,1,0,1080,753,1,0,0,2,0,0,0,0,316,0,11
1040,10190,1,0,1080,806,1,0,0,2,0,0,0,36,238,0,0
979,9570,1,0,1080,1059,1,0,0,1,1,3,0,0,21,0,0
1099,10740,1,0,1080,1064,0,1,0,2,0,3,0,16,0,0,0
422,4133,1,0,1080,1076,1,0,0,1,1,0,0,0,4,0,0
498,4878,1,0,1080,435,0,1,0,2,0,0,0,645,0,0,0
493,4837,1,0,1080,271,0,1,0,1,1,0,0,809,0,0,0
1294,12343,1,0,1080,855,1,0,0,2,0,1,0,44,181,0,0
1506,14214,1,0,1080,642,0,0,1,2,0,0,0,438,0,0,0
187,1572,1,0,1080,1078,0,1,0,2,0,0,0,0,2,0,0
542,5323,1,0,1080,1036,1,0,0,1,1,0,0,0,0,0,44
508,4957,1,0,1080,493,1,0,0,2,0,0,0,587,0,0,0
1498,14171,1,0,1080,461,0,0,1,2,0,0,0,619,0,0,0
383,3676,1,0,1080,1079,0,1,0,2,0,0,1,0,0,0,0
84,756,1,0,1080,719,0,0,1,2,0,0,3,358,0,0,0
14,120,1,0,1080,1048,0,1,0,1,1,0,0,32,0,0,0
283,2620,1,0,1080,802,0,1,0,2,0,0,0,278,0,0,0
1921,17815,1,0,1080,982,0,1,0,1,1,0,0,98,0,0,0
1385,13148,1,0,1080,800,0,1,0,1,1,0,0,0,280,0,0
1639,15252,1,0,1080,1078,0,0,1,2,0,0,0,0,0,0,2
1281,12291,1,0,1080,959,0,0,1,1,1,0,0,121,0,0,0
285,2637,1,0,1080,1069,0,1,0,1,1,0,3,0,0,8,0
1635,15218,1,0,1080,1077,1,0,0,1,1,0,0,0,0,0,3
699,6781,1,0,1080,1040,1,0,0,1,1,0,0,0,40,0,0
1389,13172,1,0,1080,1061,0,1,0,2,0,0,0,19,0,0,0
1237,11888,1,0,1080,1068,0,0,1,2,0,2,0,12,0,0,0
632,6039,1,0,1080,792,0,1,0,2,0,0,0,288,0,0,0
85,757,1,0,1080,1075,0,0,1,1,1,0,0,5,0,0,0
262,2375,1,0,1080,875,0,0,1,2,0,3,0,205,0,0,0
894,8719,1,0,1080,874,0,0,1,2,0,0,0,206,0,0,0
880,8538,1,0,1080,791,0,0,1,2,0,0,6,189,0,0,94
589,5572,1,0,1080,1055,0,1,0,2,0,0,0,25,0,0,0
1127,11041,1,0,1080,1078,1,0,0,2,0,0,0,2,0,0,0
17,154,1,0,1080,938,0,0,1,2,0,2,0,142,0,0,0
480,4755,1,0,1080,638,0,1,0,2,0,1,23,258,161,0,0
1459,13819,1,0,1080,1077,1,0,0,2,0,0,0,0,3,0,0
375,3532,1,0,1080,1078,0,1,0,1,1,0,0,0,2,0,0
696,6726,1,0,1080,911,1,0,0,1,1,0,0,149,0,2,18
1571,14734,1,0,1080,979,0,1,0,2,0,0,0,101,0,0,0
180,1540,1,0,1080,928,0,0,1,2,0,0,28,124,0,0,0
723,6949,1,0,1080,1010,1,0,0,1,1,2,0,70,0,0,0
1118,10958,1,0,1080,157,1,0,0,2,0,1,0,923,0,0,0
835,7970,1,0,1080,1078,0,0,1,2,0,1,0,0,0,2,0
1002,9803,1,0,1080,898,0,1,0,2,0,2,21,161,0,0,0
1857,17279,1,0,1080,966,0,1,0,2,0,1,0,114,0,0,0
132,1147,1,0,1080,624,1,0,0,2,0,0,21,0,435,0,0
751,7203,1,0,1080,1078,1,0,0,2,0,0,0,2,0,0,0
992,9717,1,0,1080,842,1,0,0,1,1,0,0,64,174,0,0
1298,12401,1,0,1080,647,1,0,0,2,0,0,0,433,0,0,0
644,6185,1,0,1080,835,1,0,0,2,0,0,0,236,0,0,9
987,9698,1,0,1080,1077,1,0,0,2,0,1,3,0,0,0,0
920,8939,1,0,1080,945,0,1,0,2,0,0,0,135,0,0,0
1394,13234,1,0,1080,681,0,0,1,2,0,2,0,399,0,0,0
87,764,1,0,1080,1077,0,0,1,1,1,0,3,0,0,0,0
1636,15220,1,0,1080,706,1,0,0,2,0,2,0,374,0,0,0
1899,17655,1,0,1080,1076,0,1,0,1,1,0,4,0,0,0,0
1073,10537,1,0,1080,741,1,0,0,2,0,0,0,339,0,0,0
484,4770,1,0,1080,662,0,1,0,1,1,0,0,78,340,0,0
1841,17068,1,0,1080,772,0,1,0,2,0,0,0,308,0,0,0
822,7827,1,0,1080,983,0,0,1,2,0,0,0,97,0,0,0
1216,11653,1,0,1080,552,0,1,0,1,1,0,0,469,36,0,23
1961,18176,1,0,1080,800,0,1,0,2,0,2,0,280,0,0,0
1024,10003,1,0,1080,691,0,0,1,1,1,0,0,238,151,0,0
221,1889,1,0,1080,946,0,1,0,2,0,0,0,134,0,0,0
194,1615,1,0,1080,902,1,0,0,2,0,0,0,178,0,0,0
1879,17491,1,0,1080,1078,0,0,1,1,1,0,0,2,0,0,0
296,2742,1,0,1080,727,1,0,0,2,0,0,0,330,0,23,0
253,2285,1,0,1080,1001,0,0,1,1,1,0,0,79,0,0,0
1032,10122,1,0,1080,563,0,1,0,2,0,0,311,130,0,0,76
1234,11863,1,0,1080,781,0,1,0,2,0,0,0,299,0,0,0
1673,15437,1,0,1080,799,1,0,0,2,0,0,0,280,0,0,1
1989,18395,1,0,1080,1060,1,0,0,2,0,1,0,0,20,0,0
367,3488,1,0,1080,1075,1,0,0,2,0,0,5,0,0,0,0
229,2023,1,0,1080,1033,0,1,0,2,0,0,0,47,0,0,0
32,236,1,0,1080,696,0,1,0,1,1,0,0,91,241,52,0
1524,14356,1,0,1080,931,0,0,1,1,1,0,2,147,0,0,0
23,205,1,0,1080,1079,1,0,0,1,1,1,1,0,0,0,0
6,52,1,0,1080,515,1,0,0,1,1,0,28,0,537,0,0
823,7828,1,0,1080,866,0,1,0,2,0,3,0,214,0,0,0
547,5347,1,0,1080,1077,1,0,0,1,1,0,0,0,3,0,0
374,3531,1,0,1080,880,0,0,1,2,0,0,0,200,0,0,0
981,9597,1,0,1080,714,0,1,0,2,0,3,6,360,0,0,0
438,4304,1,0,1080,471,0,1,0,2,0,2,68,541,0,0,0
1329,12691,1,0,1080,573,0,1,0,2,0,0,15,0,492,0,0
1415,13419,1,0,1080,1077,0,1,0,2,0,0,3,0,0,0,0
1573,14742,1,0,1080,647,0,0,1,2,0,0,0,433,0,0,0
1337,12735,1,0,1080,1079,0,0,1,2,0,0,0,0,0,0,1
637,6073,1,0,1080,1076,1,0,0,2,0,0,0,0,0,0,4
609,5741,1,0,1080,994,0,0,1,1,1,1,32,54,0,0,0
1300,12407,1,0,1080,1023,1,0,0,1,1,0,0,0,57,0,0
1597,14918,1,0,1080,1077,0,1,0,1,1,0,0,0,0,3,0
342,3281,1,0,1080,769,1,0,0,1,1,0,0,0,311,0,0
1602,14973,1,0,1080,738,0,0,1,2,0,1,33,68,241,0,0
343,3289,1,0,1080,856,0,1,0,1,1,0,0,141,0,0,83
1066,10427,1,0,1080,585,0,0,1,2,0,1,0,495,0,0,0
1751,16155,1,0,1080,1078,0,1,0,1,1,1,0,0,0,2,0
209,1805,1,0,1080,770,0,1,0,2,0,0,0,61,249,0,0
1112,10926,1,0,1080,535,1,0,0,1,1,0,0,0,545,0,0
378,3565,1,0,1080,619,0,0,1,2,0,0,0,461,0,0,0
1513,14292,1,0,1080,816,1,0,0,2,0,0,0,222,1,0,41
1326,12675,1,0,1080,997,0,1,0,1,1,0,0,83,0,0,0
331,3187,1,0,1080,1005,0,1,0,2,0,0,0,75,0,0,0
118,964,1,0,1080,51,0,1,0,2,0,3,0,1029,0,0,0
693,6707,1,0,1080,274,0,1,0,2,0,0,0,806,0,0,0
153,1358,1,0,1080,697,1,0,0,2,0,0,0,29,354,0,0
884,8578,1,0,1080,916,0,1,0,1,1,0,0,161,3,0,0
1574,14743,1,0,1080,554,1,0,0,2,0,1,0,0,526,0,0
