ID,uno,sero,rural,urban,b51q11,Accomod,FandB,Transp,Shp,Recr,fr_fem,hinc20k,stlt3,st410,stgt10,bud
4995,1,0,0,1,30,0,700,620,1500,900,0,0,0,0,1,100000
8396,1,0,0,1,3,2200,100,860,0,0,0,1,1,0,0,100000
10930,1,0,0,1,4,1300,1500,1010,0,0,0.5,0,0,1,0,100000
4428,1,0,1,0,1,0,0,200,100,0,0.5,0,1,0,0,100000
15970,1,0,0,1,3,1600,1000,7500,300,0,0.4,1,1,0,0,100000
7227,1,0,0,1,3,200,1000,330,900,0,0,0,1,0,0,100000
10548,1,0,0,1,4,0,0,1850,0,0,0.5,1,0,1,0,100000
111,1,0,1,0,2,500,400,200,1100,0,0,0,1,0,0,100000
4602,1,0,1,0,10,4200,500,24,4500,800,0,0,0,1,0,100000
11763,1,0,0,1,3,0,300,10410,0,0,0.5,1,1,0,0,100000
2613,1,0,1,0,3,1200,1400,1179,5800,300,0.666666667,0,1,0,0,100000
13973,1,0,0,1,4,13200,2600,5200,2000,700,0.25,0,0,1,0,100000
473,1,0,1,0,1,1500,100,200,200,0,0,0,1,0,0,100000
9294,1,0,0,1,6,4300,10100,31800,2700,0,0.571428571,1,0,1,0,100000
15439,1,0,0,1,6,0,100,150,0,0,0,0,0,1,0,100000
14838,1,0,1,0,2,1600,1100,2400,700,0,0.5,0,1,0,0,100000
13598,1,0,0,1,2,1200,1500,514,600,0,1,0,1,0,0,100000
10342,1,0,0,1,8,0,600,350,5900,0,1,0,0,1,0,100000
9275,1,0,0,1,10,0,1000,10200,0,0,0.5,0,0,1,0,100000
5297,1,0,0,1,30,0,0,1760,0,0,0.4,0,0,0,1,100000
7279,1,0,0,1,3,400,700,2060,2600,0,0.333333333,0,1,0,0,100000
1757,1,0,1,0,10,0,1000,8300,5400,0,0.25,0,0,1,0,100000
7833,1,0,0,1,3,0,0,1000,100,0,0.333333333,0,1,0,0,100000
2293,1,0,1,0,4,6000,900,600,700,0,0.5,0,0,1,0,100000
4754,1,0,0,1,5,0,900,2000,300,0,0.5,0,0,1,0,100000
7872,1,0,0,1,8,0,1500,210,1200,0,1,0,0,1,0,100000
1076,1,0,1,0,6,0,0,840,31600,0,0.5,0,0,1,0,100000
13060,1,0,0,1,2,2800,1100,1250,700,0,1,1,1,0,0,100000
2101,1,0,1,0,3,200,800,500,300,0,0.5,0,1,0,0,100000
11254,1,0,0,1,4,0,0,1040,0,0,0.5,0,0,1,0,100000
7101,1,0,0,1,3,1000,200,6500,800,0,0.25,0,1,0,0,100000
798,1,0,1,0,30,0,300,1850,1500,0,1,0,0,0,1,100000
1089,1,0,1,0,2,0,300,500,100,0,0,0,1,0,0,100000
8391,1,0,0,1,2,5400,3800,700,1600,100,0,1,1,0,0,100000
5246,1,0,0,1,2,3800,1000,200,700,0,0.666666667,0,1,0,0,100000
15521,1,0,0,1,1,6600,400,800,0,0,0,0,1,0,0,100000
5100,1,0,0,1,5,3200,1500,3200,1100,500,0,0,0,1,0,100000
7283,1,0,0,1,8,1400,1000,11628,400,0,0.5,0,0,1,0,100000
11427,1,0,0,1,6,5400,1900,300,1800,400,0.5,0,0,1,0,100000
7660,1,0,0,1,8,400,300,348,2100,600,0.666666667,0,0,1,0,100000
4563,1,0,1,0,10,2300,2600,650,2800,0,0.333333333,0,0,1,0,100000
7575,1,0,0,1,1,1300,1500,500,1400,0,0,0,1,0,0,100000
2937,1,0,1,0,1,0,400,400,2100,0,0.5,0,1,0,0,100000
4752,1,0,0,1,3,2900,1300,5000,2200,1300,0.25,1,1,0,0,100000
11967,1,0,0,1,20,1400,5500,6500,5100,3000,0.333333333,1,0,0,1,100000
8535,1,0,0,1,5,0,1300,6300,0,0,0.5,0,0,1,0,100000
11414,1,0,0,1,3,0,1200,920,0,0,0.5,0,1,0,0,100000
12825,1,0,0,1,3,2500,2000,2000,2600,0,0,0,1,0,0,100000
7338,1,0,0,1,2,2200,2500,650,1000,0,0,0,1,0,0,100000
2098,1,0,1,0,2,1800,2700,240,17200,0,0,0,1,0,0,100000
15366,1,0,0,1,4,0,1900,300,1000,0,0,0,0,1,0,100000
9778,1,0,0,1,2,100,400,620,300,0,1,0,1,0,0,100000
7269,1,0,0,1,25,0,1600,1000,1500,0,0.5,0,0,0,1,100000
5419,1,0,0,1,4,5000,3000,3800,1400,2100,0.25,1,0,1,0,100000
8537,1,0,0,1,1,0,100,1600,1400,0,0.666666667,0,1,0,0,100000
12905,1,0,0,1,3,300,1500,2400,700,0,0.666666667,0,1,0,0,100000
2711,1,0,1,0,2,1700,700,300,2100,0,0,0,1,0,0,100000
12497,1,0,0,1,4,0,100,1000,100,0,0.666666667,0,0,1,0,100000
4075,1,0,1,0,4,0,900,150,1300,0,0.5,0,0,1,0,100000
11184,1,0,0,1,7,0,800,500,3000,0,0.333333333,0,0,1,0,100000
5454,1,0,0,1,1,4800,3100,900,4700,0,0,1,1,0,0,100000
15138,1,0,0,1,3,500,400,8000,1400,0,0.333333333,0,1,0,0,100000
7017,1,0,0,1,3,600,700,2183,2400,100,0.333333333,0,1,0,0,100000
15091,1,0,0,1,3,3100,2700,2600,4800,200,0.666666667,1,1,0,0,100000
15747,1,0,0,1,2,1900,1000,1500,1100,0,0,0,1,0,0,100000
2075,1,0,1,0,3,0,0,700,900,0,0,0,1,0,0,100000
11388,1,0,0,1,5,0,1600,2700,600,0,0.5,0,0,1,0,100000
7046,1,0,0,1,23,3000,1500,37000,100,3400,0.5,1,0,0,1,100000
360,1,0,1,0,1,800,600,600,2500,0,0,1,1,0,0,100000
14549,1,0,1,0,1,0,500,700,200,0,0.5,0,1,0,0,100000
632,1,0,1,0,3,600,2000,2950,2300,0,0.5,0,1,0,0,100000
10331,1,0,0,1,8,3300,3100,21000,4200,1500,0.5,1,0,1,0,100000
15392,1,0,0,1,2,1100,1000,1060,1400,600,0.666666667,0,1,0,0,100000
3495,1,0,1,0,2,0,900,600,1900,0,0.5,0,1,0,0,100000
14112,1,0,0,1,10,0,100,688,400,0,1,0,0,1,0,100000
13184,1,0,0,1,2,300,900,1050,0,0,0.333333333,0,1,0,0,100000
621,1,0,1,0,5,600,700,1100,400,0,0.25,0,0,1,0,100000
3596,1,0,1,0,2,2500,1800,580,400,500,0,0,1,0,0,100000
6143,1,0,0,1,7,3000,1600,2000,5100,0,0.4,0,0,1,0,100000
13958,1,0,0,1,3,2200,1200,3400,4300,0,0.5,1,1,0,0,100000
5799,1,0,0,1,3,0,500,126,700,0,1,0,1,0,0,100000
1208,1,0,1,0,10,0,2800,7500,800,0,0.5,1,0,1,0,100000
5161,1,0,0,1,7,0,1400,500,4500,0,0.666666667,1,0,1,0,100000
9765,1,0,0,1,1,600,100,480,0,3300,0.5,0,1,0,0,100000
6826,1,0,0,1,2,5400,1000,830,600,0,0.833333333,0,1,0,0,100000
792,1,0,1,0,5,0,200,250,1300,0,0,0,0,1,0,100000
1613,1,0,1,0,7,0,600,2000,200,0,0,0,0,1,0,100000
6768,1,0,0,1,1,1100,200,330,700,400,0.5,1,1,0,0,100000
14754,1,0,1,0,3,0,200,1500,700,0,0,0,1,0,0,100000
6717,1,0,0,1,4,8100,8000,1200,1600,100,0.5,1,0,1,0,100000
13325,1,0,0,1,4,6900,5000,2000,53700,2700,0.5,1,0,1,0,100000
7383,1,0,0,1,9,1900,800,190,9000,0,0,0,0,1,0,100000
3158,1,0,1,0,2,0,300,400,500,0,0.5,0,1,0,0,100000
3240,1,0,1,0,2,500,400,120,300,2500,0,0,1,0,0,100000
4534,1,0,1,0,8,1100,400,2819,4400,0,0.333333333,0,0,1,0,100000
6321,1,0,0,1,4,0,1000,5500,3000,0,0.5,0,0,1,0,100000
15121,1,0,0,1,7,4900,2200,6000,2200,400,0.5,1,0,1,0,100000
3912,1,0,1,0,7,0,300,830,3400,0,0.333333333,0,0,1,0,100000
8797,1,0,0,1,1,0,200,80,600,0,0,0,1,0,0,100000
8252,1,0,0,1,25,0,1200,2430,2400,0,0,0,0,0,1,100000
8476,1,0,0,1,2,300,1200,200,2200,0,0.5,1,1,0,0,100000
14385,1,0,0,1,20,0,1300,15260,1600,0,0,1,0,0,1,100000
14540,1,0,1,0,3,0,100,3000,0,0,0.5,0,1,0,0,100000
7393,1,0,0,1,3,100,0,380,0,0,0,0,1,0,0,100000
8975,1,0,0,1,3,2900,1500,380,800,0,0,0,1,0,0,100000
10144,1,0,0,1,3,900,3500,1500,9300,300,0,0,1,0,0,100000
6560,1,0,0,1,2,800,400,1800,1900,0,0.5,0,1,0,0,100000
4115,1,0,1,0,120,0,0,440,3200,0,0,0,0,0,1,100000
389,1,0,1,0,3,1300,300,80,1800,300,0.5,0,1,0,0,100000
1414,1,0,1,0,4,0,300,30,1500,0,0.5,0,0,1,0,100000
4607,1,0,1,0,32,0,200,14,5500,500,1,0,0,0,1,100000
8859,1,0,0,1,10,0,0,5500,0,0,0,0,0,1,0,100000
6416,1,0,0,1,3,3200,2100,3400,1500,0,0.333333333,1,1,0,0,100000
6148,1,0,0,1,4,1200,2300,1000,3400,400,0.5,0,0,1,0,100000
1426,1,0,1,0,4,0,0,500,600,0,1,0,0,1,0,100000
6922,1,0,0,1,3,1900,7000,1950,3100,700,0.333333333,1,1,0,0,100000
8648,1,0,0,1,4,0,500,300,700,0,0.5,0,0,1,0,100000
12997,1,0,0,1,9,0,400,11900,0,0,0.666666667,1,0,1,0,100000
14056,1,0,0,1,9,100,1700,31500,1000,0,0.5,1,0,1,0,100000
12580,1,0,0,1,8,0,100,21000,100,0,0.5,1,0,1,0,100000
11686,1,0,0,1,1,0,200,325,400,0,0,0,1,0,0,100000
13135,1,0,0,1,12,0,3700,7000,2100,300,0,0,0,0,1,100000
6195,1,0,0,1,5,0,0,7200,0,0,0.75,1,0,1,0,100000
13500,1,0,0,1,2,0,500,1850,3400,0,0.25,0,1,0,0,100000
12126,1,0,0,1,1,3000,1100,3600,700,500,0.75,1,1,0,0,100000
9716,1,0,0,1,2,0,400,175,1600,0,0.333333333,0,1,0,0,100000
3618,1,0,1,0,3,0,800,1100,10500,100,0,0,1,0,0,100000
4735,1,0,0,1,3,6000,2600,3700,4800,100,0.333333333,1,1,0,0,100000
8717,1,0,0,1,4,100,200,2200,1100,0,0.5,0,0,1,0,100000
8237,1,0,0,1,5,0,400,50000,0,0,0.5,1,0,1,0,100000
3185,1,0,1,0,3,2300,600,210,200,0,0,0,1,0,0,100000
13098,1,0,0,1,3,700,1000,2000,2600,0,0,0,1,0,0,100000
14308,1,0,0,1,4,1000,1500,1800,1200,0,1,0,0,1,0,100000
6464,1,0,0,1,3,800,600,1760,2800,400,0.5,0,1,0,0,100000
9674,1,0,0,1,1,2700,6100,150,2900,0,0,1,1,0,0,100000
14522,1,0,1,0,3,200,400,2500,3400,1300,0.4,0,1,0,0,100000
7421,1,0,0,1,3,600,300,12500,0,0,0.5,1,1,0,0,100000
11555,1,0,0,1,10,0,1200,15000,1000,0,0.2,0,0,1,0,100000
3201,1,0,1,0,6,500,900,300,1700,500,0,0,0,1,0,100000
9994,1,0,0,1,8,0,0,3000,0,0,0.6,0,0,1,0,100000
1957,1,0,1,0,10,0,0,1200,200,0,0,0,0,1,0,100000
15712,1,0,0,1,1,1000,1100,500,1300,0,0,0,1,0,0,100000
10669,1,0,0,1,1,300,300,2040,400,400,0.5,0,1,0,0,100000
1278,1,0,1,0,30,0,500,240,200,0,1,0,0,0,1,100000
4070,1,0,1,0,6,22300,1600,1000,3900,300,0.75,0,0,1,0,100000
4345,1,0,1,0,1,1700,500,800,300,0,0.5,0,1,0,0,100000
13019,1,0,0,1,2,0,1000,1950,400,0,0,0,1,0,0,100000
11368,1,0,0,1,2,5400,1200,1630,800,0,0.25,0,1,0,0,100000
8902,1,0,0,1,3,0,0,150,0,0,0,0,1,0,0,100000
9808,1,0,0,1,2,100,100,345,700,0,0,0,1,0,0,100000
502,1,0,1,0,3,0,100,6000,900,0,0.5,0,1,0,0,100000
2809,1,0,1,0,3,0,400,1720,400,100,0.5,0,1,0,0,100000
11001,1,0,0,1,5,0,0,900,0,0,0.5,0,0,1,0,100000
8125,1,0,0,1,2,5600,400,640,2100,0,0,0,1,0,0,100000
8285,1,0,0,1,1,0,300,400,700,0,1,0,1,0,0,100000
10238,1,0,0,1,3,0,300,2700,0,0,0,0,1,0,0,100000
13757,1,0,0,1,2,0,0,1400,200,0,0.5,0,1,0,0,100000
8129,1,0,0,1,4,1300,400,2160,2600,0,0,0,0,1,0,100000
13841,1,0,0,1,5,0,600,1765,700,0,0,0,0,1,0,100000
5095,1,0,0,1,2,0,0,200,0,0,0.333333333,0,1,0,0,100000
14528,1,0,1,0,3,1800,1900,4800,2400,700,0.5,0,1,0,0,100000
10859,1,0,0,1,2,700,0,170,0,0,0.25,0,1,0,0,100000
10323,1,0,0,1,4,0,0,9800,0,0,0.333333333,0,0,1,0,100000
2471,1,0,1,0,7,0,500,90,600,0,0.5,0,0,1,0,100000
4625,1,0,1,0,15,0,0,24,1500,200,1,0,0,0,1,100000
11802,1,0,0,1,8,0,500,1320,1100,0,0,0,0,1,0,100000
218,1,0,1,0,1,2500,200,200,900,0,0,0,1,0,0,100000
15877,1,0,0,1,2,0,0,150,0,0,1,0,1,0,0,100000
12171,1,0,0,1,7,1600,3700,2400,900,0,1,0,0,1,0,100000
13278,1,0,0,1,30,0,0,2700,0,0,0.5,0,0,0,1,100000
6761,1,0,0,1,10,8300,1300,3050,500,0,0.6,0,0,1,0,100000
9562,1,0,0,1,9,1300,2000,1720,6100,0,0.666666667,0,0,1,0,100000
7961,1,0,0,1,2,0,2500,5000,900,0,0.333333333,0,1,0,0,100000
5894,1,0,0,1,30,0,700,2300,2300,0,0.333333333,0,0,0,1,100000
10912,1,0,0,1,4,0,1500,1400,200,0,0.6,0,0,1,0,100000
13708,1,0,0,1,2,300,500,580,200,0,0,0,1,0,0,100000
519,1,0,1,0,3,1100,1300,320,1300,0,0.5,0,1,0,0,100000
3387,1,0,1,0,4,0,400,400,400,200,0.25,0,0,1,0,100000
265,1,0,1,0,15,0,300,60,900,0,0.5,0,0,0,1,100000
7667,1,0,0,1,2,200,1300,1960,1400,0,1,0,1,0,0,100000
15046,1,0,0,1,2,3000,700,300,2200,0,0,0,1,0,0,100000
6850,1,0,0,1,4,2100,1000,1500,800,0,0,1,0,1,0,100000
15179,1,0,0,1,1,0,100,800,0,0,0,0,1,0,0,100000
10142,1,0,0,1,9,0,500,2640,300,0,0.666666667,0,0,1,0,100000
2816,1,0,1,0,12,0,800,210,900,0,0.333333333,0,0,0,1,100000
7359,1,0,0,1,6,0,500,5000,1600,0,0.5,0,0,1,0,100000
4783,1,0,0,1,5,0,600,560,200,0,0,0,0,1,0,100000
14903,1,0,1,0,5,0,400,2400,500,0,0,0,0,1,0,100000
11228,1,0,0,1,4,0,0,300,0,0,1,0,0,1,0,100000
10178,1,0,0,1,7,3200,1400,5000,1800,2600,0.333333333,1,0,1,0,100000
4117,1,0,1,0,4,0,1600,2790,300,0,0.5,0,0,1,0,100000
600,1,0,1,0,3,0,500,600,3300,0,0.5,0,1,0,0,100000
6360,1,0,0,1,7,0,1500,34000,100,0,0.5,1,0,1,0,100000
9485,1,0,0,1,15,0,2200,21000,200,0,0.5,1,0,0,1,100000
4023,1,0,1,0,3,0,0,150,300,0,1,0,1,0,0,100000
8735,1,0,0,1,14,0,1600,10600,100,300,0.5,0,0,0,1,100000
11308,1,0,0,1,8,0,2300,5100,900,0,0.5,0,0,1,0,100000
786,1,0,1,0,5,0,0,210,1400,0,0.666666667,0,0,1,0,100000
3177,1,0,1,0,4,0,100,70,100,0,0.75,0,0,1,0,100000
2564,1,0,1,0,2,0,2600,360,400,100,0.333333333,0,1,0,0,100000
1605,1,0,1,0,15,1400,400,1034,1600,0,0,0,0,0,1,100000
14826,1,0,1,0,7,0,200,1500,700,0,1,0,0,1,0,100000
5082,1,0,0,1,4,6300,1300,7000,300,0,0.5,1,0,1,0,100000
3057,1,0,1,0,2,800,700,60,700,700,0.5,0,1,0,0,100000
11987,1,0,0,1,5,2200,1600,3990,2200,0,0.5,1,0,1,0,100000
2354,1,0,1,0,2,100,700,960,200,0,0,0,1,0,0,100000
15583,1,0,0,1,4,0,400,1200,100,0,0,0,0,1,0,100000
3718,1,0,1,0,1,400,900,270,2400,0,0,0,1,0,0,100000
2618,1,0,1,0,2,0,400,350,400,0,0,0,1,0,0,100000
14259,1,0,0,1,15,100,2000,530,15500,0,0.5,1,0,0,1,100000
8794,1,0,0,1,4,0,800,4200,300,300,0.75,0,0,1,0,100000
6035,1,0,0,1,5,700,2300,2100,700,500,0,0,0,1,0,100000
14282,1,0,0,1,1,1300,21500,1650,900,0,0.333333333,0,1,0,0,100000
1884,1,0,1,0,4,0,100,3000,1400,0,0.666666667,0,0,1,0,100000
15720,1,0,0,1,1,0,200,5000,0,0,0.75,0,1,0,0,100000
796,1,0,1,0,1,8300,500,640,7100,100,0.333333333,1,1,0,0,100000
8260,1,0,0,1,2,0,100,460,200,0,0.8,0,1,0,0,100000
14267,1,0,0,1,3,0,200,460,0,0,0,0,1,0,0,100000
4141,1,0,1,0,4,0,100,322,500,0,0.5,0,0,1,0,100000
11252,1,0,0,1,1,18600,1100,1200,7300,400,0.25,0,1,0,0,100000
6021,1,0,0,1,1,2200,1300,2900,1800,600,0.5,1,1,0,0,100000
12453,1,0,0,1,5,0,900,1800,12100,0,0.5,0,0,1,0,100000
7267,1,0,0,1,2,400,800,7000,1300,0,0.5,0,1,0,0,100000
14999,1,0,1,0,3,800,400,400,400,0,0.333333333,0,1,0,0,100000
13577,1,0,0,1,1,3500,2400,2200,800,0,0.5,0,1,0,0,100000
10248,1,0,0,1,4,6800,2400,600,5200,0,0.5,1,0,1,0,100000
3964,1,0,1,0,4,0,0,320,200,0,0.5,0,0,1,0,100000
9375,1,0,0,1,2,0,1600,396,300,0,0.75,0,1,0,0,100000
10582,1,0,0,1,8,31900,3600,2600,3200,600,0,1,0,1,0,100000
5124,1,0,0,1,15,0,200,1860,100,0,0.5,0,0,0,1,100000
2274,1,0,1,0,1,1600,400,200,1600,0,1,0,1,0,0,100000
6260,1,0,0,1,2,1000,800,2000,2000,0,0.5,0,1,0,0,100000
1606,1,0,1,0,8,0,3300,3500,2000,0,0,0,0,1,0,100000
391,1,0,1,0,1,0,1000,160,800,0,0.5,0,1,0,0,100000
9879,1,0,0,1,5,2400,1900,150,5600,100,0.5,0,0,1,0,100000
1654,1,0,1,0,2,0,300,196,800,0,0,0,1,0,0,100000
704,1,0,1,0,1,3000,200,350,2400,300,0,0,1,0,0,100000
7821,1,0,0,1,7,2600,2600,900,1400,0,0.2,0,0,1,0,100000
7380,1,0,0,1,7,6500,5600,33500,2100,200,0.5,1,0,1,0,100000
1282,1,0,1,0,1,500,800,230,200,0,0.5,0,1,0,0,100000
11886,1,0,0,1,10,3200,700,2480,3600,0,1,1,0,1,0,100000
6149,1,0,0,1,5,3900,700,500,1100,0,0.5,0,0,1,0,100000
4395,1,0,1,0,3,100,8500,19700,1100,0,0.25,0,1,0,0,100000
15936,1,0,0,1,2,800,1300,2200,300,0,0.5,0,1,0,0,100000
11160,1,0,0,1,3,3100,1700,60,500,0,0,0,1,0,0,100000
4415,1,0,1,0,3,0,0,230,0,100,0,0,1,0,0,100000
1831,1,0,1,0,5,0,900,1500,1100,0,0,0,0,1,0,100000
12687,1,0,0,1,31,0,1700,110,10300,0,1,0,0,0,1,100000
11167,1,0,0,1,2,0,500,2080,300,0,0.333333333,0,1,0,0,100000
1263,1,0,1,0,2,0,900,100,1400,0,0,0,1,0,0,100000
11812,1,0,0,1,3,4900,4000,1157,1200,0,0,1,1,0,0,100000
1088,1,0,1,0,1,0,0,196,0,0,0,0,1,0,0,100000
96,1,0,1,0,1,0,300,300,400,0,0,0,1,0,0,100000
2507,1,0,1,0,2,300,300,780,1100,0,0.5,0,1,0,0,100000
10753,1,0,0,1,6,0,1500,26000,1100,0,0.5,0,0,1,0,100000
7747,1,0,0,1,11,2900,2100,110,3000,600,0,0,0,0,1,100000
6271,1,0,0,1,4,0,300,910,400,0,1,0,0,1,0,100000
9847,1,0,0,1,7,0,0,1160,200,0,0,0,0,1,0,100000
4170,1,0,1,0,3,0,0,2680,500,0,0.5,0,1,0,0,100000
2787,1,0,1,0,4,800,700,1400,900,0,0.4,0,0,1,0,100000
11805,1,0,0,1,8,800,1300,20000,700,0,0.333333333,0,0,1,0,100000
3344,1,0,1,0,1,500,100,350,500,0,0,0,1,0,0,100000
12569,1,0,0,1,3,1700,400,2100,700,100,0.666666667,0,1,0,0,100000
5539,1,0,0,1,1,2800,1100,2500,900,0,0.5,0,1,0,0,100000
14912,1,0,1,0,2,1000,1300,2000,800,0,0,0,1,0,0,100000
12391,1,0,0,1,2,0,0,400,0,0,1,0,1,0,0,100000
14023,1,0,0,1,3,600,1200,1500,3500,0,0.666666667,0,1,0,0,100000
12668,1,0,0,1,10,0,1000,275,1500,0,0.333333333,0,0,1,0,100000
11384,1,0,0,1,7,0,800,820,400,0,0.5,0,0,1,0,100000
1920,1,0,1,0,4,0,400,600,500,0,0,0,0,1,0,100000
4489,1,0,1,0,4,0,0,90,200,0,0.5,0,0,1,0,100000
9868,1,0,0,1,6,0,100,4200,200,100,0.75,0,0,1,0,100000
15471,1,0,0,1,2,900,1100,1400,1000,0,0.6,0,1,0,0,100000
1565,1,0,1,0,3,200,100,640,300,0,0.5,0,1,0,0,100000
11202,1,0,0,1,2,7900,2700,540,1100,0,0.5,0,1,0,0,100000
835,1,0,1,0,2,0,0,5700,0,0,0.5,1,1,0,0,100000
3585,1,0,1,0,1,2200,2200,225,700,0,1,0,1,0,0,100000
5483,1,0,0,1,1,300,2600,600,700,0,0,0,1,0,0,100000
9491,1,0,0,1,3,0,1200,1270,1200,0,0.75,0,1,0,0,100000
8012,1,0,0,1,4,0,1100,2300,0,0,0.5,1,0,1,0,100000
4144,1,0,1,0,4,1100,700,450,500,200,0.666666667,0,0,1,0,100000
13001,1,0,0,1,6,0,100,4250,0,0,0.5,1,0,1,0,100000
7415,1,0,0,1,2,0,400,130,500,0,1,0,1,0,0,100000
4371,1,0,1,0,2,0,0,10000,100,0,0.75,0,1,0,0,100000
14655,1,0,1,0,4,0,300,3000,200,0,0.333333333,0,0,1,0,100000
13301,1,0,0,1,12,0,300,2600,200,0,0.25,0,0,0,1,100000
1152,1,0,1,0,20,26400,100,140,600,0,0.5,0,0,0,1,100000
13689,1,0,0,1,9,2500,2100,1950,1300,1400,0,0,0,1,0,100000
6619,1,0,0,1,15,0,7400,6500,1000,800,0.5,0,0,0,1,100000
15368,1,0,0,1,5,0,1900,2400,3000,0,1,1,0,1,0,100000
11916,1,0,0,1,5,7900,2700,16700,1900,0,0.5,1,0,1,0,100000
861,1,0,1,0,2,0,400,800,500,0,0,0,1,0,0,100000
15580,1,0,0,1,2,3700,1200,1550,400,0,0.25,1,1,0,0,100000
10664,1,0,0,1,6,500,600,4560,200,0,0,1,0,1,0,100000
14237,1,0,0,1,10,0,1300,90,1700,0,1,0,0,1,0,100000
3688,1,0,1,0,2,1800,200,300,900,0,1,0,1,0,0,100000
1134,1,0,1,0,6,0,0,2950,1500,0,0.5,0,0,1,0,100000
8737,1,0,0,1,3,100,300,1530,300,0,0.333333333,0,1,0,0,100000
8131,1,0,0,1,16,0,1500,8000,2600,200,0.5,0,0,0,1,100000
8528,1,0,0,1,5,0,0,5000,0,0,0.6,0,0,1,0,100000
2031,1,0,1,0,4,1300,600,3500,3900,0,0,0,0,1,0,100000
2402,1,0,1,0,2,0,500,120,100,0,0.5,0,1,0,0,100000
6913,1,0,0,1,4,700,1100,4860,600,0,0.666666667,1,0,1,0,100000
15022,1,0,0,1,2,2900,900,3000,1700,0,0,0,1,0,0,100000
12444,1,0,0,1,6,0,100,1800,400,0,0.333333333,0,0,1,0,100000
1042,1,0,1,0,7,13200,400,850,500,0,0.4,0,0,1,0,100000
12721,1,0,0,1,6,0,300,729,3000,100,0.5,0,0,1,0,100000
10596,1,0,0,1,4,1800,1100,2690,2900,0,0,0,0,1,0,100000
6101,1,0,0,1,2,6300,1300,400,2200,600,0.5,1,1,0,0,100000
11043,1,0,0,1,4,0,1200,4500,500,0,0.5,0,0,1,0,100000
12372,1,0,0,1,5,1700,400,3100,800,0,0.666666667,0,0,1,0,100000
2857,1,0,1,0,6,0,400,110,3400,0,0.5,0,0,1,0,100000
10194,1,0,0,1,2,0,0,580,0,0,0.5,0,1,0,0,100000
1003,1,0,1,0,1,500,300,240,600,300,0,0,1,0,0,100000
403,1,0,1,0,3,0,0,100,0,0,0,0,1,0,0,100000
12851,1,0,0,1,5,1800,1900,3800,2000,300,0.5,0,0,1,0,100000
14756,1,0,1,0,7,0,1000,2800,2000,0,0.5,0,0,1,0,100000
9704,1,0,0,1,1,0,300,500,400,600,0,0,1,0,0,100000
3016,1,0,1,0,7,0,500,900,1400,0,0.666666667,0,0,1,0,100000
1849,1,0,1,0,2,1000,1700,100,700,0,0,0,1,0,0,100000
12877,1,0,0,1,8,2800,6600,9000,10800,0,0.25,1,0,1,0,100000
4942,1,0,0,1,5,0,100,260,0,0,0,0,0,1,0,100000
4954,1,0,0,1,2,2800,800,1250,4000,200,0,0,1,0,0,100000
9171,1,0,0,1,2,1400,1300,180,1100,0,0,0,1,0,0,100000
14389,1,0,1,0,3,1300,7500,5000,2300,1100,0.2,0,1,0,0,100000
15616,1,0,0,1,3,0,1200,4000,200,0,0.666666667,1,1,0,0,100000
3082,1,0,1,0,3,300,1500,2250,1100,0,0.5,0,1,0,0,100000
15175,1,0,0,1,15,0,100,3500,200,0,0.4,0,0,0,1,100000
2932,1,0,1,0,3,200,200,18,1400,0,0.5,0,1,0,0,100000
3954,1,0,1,0,7,3700,1500,1500,2600,200,0.6,0,0,1,0,100000
12,1,0,1,0,30,0,700,4000,900,0,0,0,0,0,1,100000
13346,1,0,0,1,3,0,100,1000,1400,0,0.333333333,0,1,0,0,100000
12601,1,0,0,1,2,0,1100,2400,400,0,0.5,0,1,0,0,100000
5203,1,0,0,1,4,5800,1800,60,1600,300,1,0,0,1,0,100000
11132,1,0,0,1,3,0,900,1000,1300,0,0.5,0,1,0,0,100000
3711,1,0,1,0,2,0,500,850,900,100,0.25,0,1,0,0,100000
1353,1,0,1,0,5,100,900,690,600,100,0.4,0,0,1,0,100000
3635,1,0,1,0,2,0,0,2000,400,0,0.5,0,1,0,0,100000
2257,1,0,1,0,2,500,200,340,1400,0,0,0,1,0,0,100000
8277,1,0,0,1,1,4100,1200,220,2800,100,0,0,1,0,0,100000
6909,1,0,0,1,15,500,300,800,100,0,0,0,0,0,1,100000
5702,1,0,0,1,1,0,400,1500,300,0,0.5,0,1,0,0,100000
13166,1,0,0,1,4,0,300,800,400,0,0.5,0,0,1,0,100000
9090,1,0,0,1,2,700,1100,1680,4500,300,0.5,0,1,0,0,100000
10155,1,0,0,1,2,400,1700,120,2900,0,0,0,1,0,0,100000
9220,1,0,0,1,23,0,2300,24800,1800,1500,0.5,1,0,0,1,100000
6727,1,0,0,1,10,0,100,30,100,0,0,0,0,1,0,100000
12232,1,0,0,1,2,2200,1000,1400,800,0,0.5,0,1,0,0,100000
8582,1,0,0,1,4,0,700,400,1100,0,0.5,0,0,1,0,100000
9726,1,0,0,1,100,0,4100,14500,3500,0,0.5,0,0,0,1,100000
2178,1,0,1,0,5,0,4100,1150,700,0,0,0,0,1,0,100000
673,1,0,1,0,5,3400,100,1200,700,1300,0.5,0,0,1,0,100000
9243,1,0,0,1,12,0,0,1360,0,0,0,0,0,0,1,100000
3485,1,0,1,0,1,0,0,380,0,0,0,0,1,0,0,100000
