ID,uno,sero,rural,urban,b51q11,Accomod,FandB,Transp,Shp,Recr,fr_fem,hinc20k,stlt3,st410,stgt10,bud
2151,1,0,1,0,5,0,200,500,100,0,0,0,0,1,0,100000
13897,1,0,0,1,10,1100,600,348,500,0,0.333333333,0,0,1,0,100000
13510,1,0,0,1,3,3800,1100,1200,1400,0,0.5,0,1,0,0,100000
5140,1,0,0,1,4,0,300,1600,0,0,0,0,0,1,0,100000
6919,1,0,0,1,3,100,900,1968,100,0,0.333333333,0,1,0,0,100000
12643,1,0,0,1,3,3800,2700,152,3300,0,0.333333333,0,1,0,0,100000
10964,1,0,0,1,8,25100,2500,7000,6500,0,0.4,1,0,1,0,100000
6083,1,0,0,1,5,0,800,650,100,0,0,1,0,1,0,100000
755,1,0,1,0,2,0,200,510,1800,0,0.5,0,1,0,0,100000
3999,1,0,1,0,5,0,200,4200,600,0,0.666666667,0,0,1,0,100000
12606,1,0,0,1,3,600,1900,800,900,0,0.5,0,1,0,0,100000
10440,1,0,0,1,1,4000,2000,500,100,900,0.333333333,0,1,0,0,100000
2126,1,0,1,0,3,0,200,4800,200,0,0.75,0,1,0,0,100000
7561,1,0,0,1,2,0,0,10,400,0,1,0,1,0,0,100000
4741,1,0,0,1,3,4000,7200,200,600,400,0.25,0,1,0,0,100000
7442,1,0,0,1,5,0,1100,3300,800,0,0.5,0,0,1,0,100000
15725,1,0,0,1,2,300,600,1450,6100,700,0.5,0,1,0,0,100000
3651,1,0,1,0,2,0,0,300,200,0,0,0,1,0,0,100000
8033,1,0,0,1,7,0,400,10000,4400,0,0.75,0,0,1,0,100000
3251,1,0,1,0,3,0,500,150,2200,0,0,0,1,0,0,100000
3567,1,0,1,0,1,0,900,200,600,0,0.5,0,1,0,0,100000
1251,1,0,1,0,10,0,1000,20,800,0,0.666666667,0,0,1,0,100000
6226,1,0,0,1,3,1500,1600,6700,1500,0,0.25,0,1,0,0,100000
14083,1,0,0,1,3,12200,2100,1357,5400,0,0.333333333,1,1,0,0,100000
15930,1,0,0,1,3,2400,3800,5650,400,0,0.5,1,1,0,0,100000
3705,1,0,1,0,10,0,0,4250,1000,0,0.5,0,0,1,0,100000
12295,1,0,0,1,7,0,300,940,800,0,0.5,0,0,1,0,100000
6419,1,0,0,1,2,3200,500,3000,1200,0,0.75,0,1,0,0,100000
4210,1,0,1,0,2,500,300,850,800,600,1,0,1,0,0,100000
620,1,0,1,0,2,0,1300,300,1300,0,0,0,1,0,0,100000
9954,1,0,0,1,3,1000,8400,4000,300,0,0.5,1,1,0,0,100000
11828,1,0,0,1,3,8000,3200,5200,1500,0,0.333333333,1,1,0,0,100000
12760,1,0,0,1,2,200,700,1000,1000,100,0,0,1,0,0,100000
12066,1,0,0,1,2,1600,600,7000,300,0,0.5,1,1,0,0,100000
299,1,0,1,0,6,0,800,8500,700,0,0.666666667,0,0,1,0,100000
6144,1,0,0,1,8,11500,300,3500,2400,0,0.5,1,0,1,0,100000
6198,1,0,0,1,2,1000,2400,500,2400,200,0,0,1,0,0,100000
10520,1,0,0,1,5,0,1300,9000,3300,0,0.5,0,0,1,0,100000
7869,1,0,0,1,18,0,300,2700,400,0,0.25,0,0,0,1,100000
12814,1,0,0,1,10,0,400,2450,1700,0,0.666666667,0,0,1,0,100000
15135,1,0,0,1,2,5000,1700,3000,900,0,0.666666667,1,1,0,0,100000
8235,1,0,0,1,4,0,800,700,100,700,0,0,0,1,0,100000
15624,1,0,0,1,3,1500,800,2500,900,0,0.666666667,0,1,0,0,100000
3142,1,0,1,0,1,0,0,150,1000,0,0.5,0,1,0,0,100000
5235,1,0,0,1,10,2400,1700,2020,1400,0,0.666666667,1,0,1,0,100000
10286,1,0,0,1,2,1400,900,1000,3700,0,0.333333333,0,1,0,0,100000
14275,1,0,0,1,2,1200,2900,900,1100,0,0.6,0,1,0,0,100000
11651,1,0,0,1,17,0,0,3150,0,0,0.333333333,0,0,0,1,100000
9564,1,0,0,1,15,3100,1200,630,4100,400,0,0,0,0,1,100000
5073,1,0,0,1,5,1600,1000,6500,0,0,0,0,0,1,0,100000
15400,1,0,0,1,4,0,0,800,0,0,0,0,0,1,0,100000
2211,1,0,1,0,2,1600,500,60,2200,0,0.5,0,1,0,0,100000
8890,1,0,0,1,60,0,1200,995,3300,0,0,0,0,0,1,100000
15677,1,0,0,1,1,4000,3600,2200,1400,0,0.666666667,1,1,0,0,100000
2487,1,0,1,0,3,0,500,520,1200,0,0.5,0,1,0,0,100000
9120,1,0,0,1,5,2100,2300,8240,4800,0,0.5,0,0,1,0,100000
6182,1,0,0,1,9,900,1700,10050,600,0,0.5,1,0,1,0,100000
7230,1,0,0,1,3,0,500,2500,0,0,0.5,1,1,0,0,100000
1569,1,0,1,0,6,300,3100,2900,2000,100,0.5,0,0,1,0,100000
11720,1,0,0,1,3,7000,2400,914,3100,100,1,1,1,0,0,100000
2230,1,0,1,0,2,600,1300,140,600,0,0.333333333,0,1,0,0,100000
12511,1,0,0,1,1,1600,300,1000,900,0,0.75,0,1,0,0,100000
14419,1,0,1,0,2,0,0,200,300,0,0.333333333,0,1,0,0,100000
250,1,0,1,0,3,0,0,7000,100,0,0.5,0,1,0,0,100000
4212,1,0,1,0,1,400,800,380,1300,100,0,0,1,0,0,100000
10057,1,0,0,1,30,26100,8200,900,2600,0,0.333333333,0,0,0,1,100000
603,1,0,1,0,10,0,500,1200,800,0,0.5,0,0,1,0,100000
2302,1,0,1,0,4,500,1700,5200,4100,0,0.5,0,0,1,0,100000
13983,1,0,0,1,4,0,1200,7500,1800,0,0.5,1,0,1,0,100000
4724,1,0,0,1,5,1200,400,900,200,0,0.5,0,0,1,0,100000
2710,1,0,1,0,3,0,200,800,500,0,0.333333333,0,1,0,0,100000
9653,1,0,0,1,5,0,400,770,1100,0,0,0,0,1,0,100000
8761,1,0,0,1,12,0,1200,2558,0,0,0.333333333,0,0,0,1,100000
13844,1,0,0,1,3,2000,10100,4850,1100,200,0.25,1,1,0,0,100000
5232,1,0,0,1,1,1900,3100,3000,4200,0,0.8,1,1,0,0,100000
5359,1,0,0,1,2,0,400,3800,0,0,0.5,0,1,0,0,100000
10948,1,0,0,1,3,2100,2500,2600,1100,0,0.5,0,1,0,0,100000
15163,1,0,0,1,3,2500,2200,4000,0,0,0.5,1,1,0,0,100000
14550,1,0,1,0,3,600,600,680,500,0,0.666666667,0,1,0,0,100000
5286,1,0,0,1,2,1400,2100,70,4000,500,1,0,1,0,0,100000
15199,1,0,0,1,5,900,1400,8500,4400,0,0.75,1,0,1,0,100000
5056,1,0,0,1,2,2800,2000,1120,1500,0,0.5,1,1,0,0,100000
1924,1,0,1,0,12,0,700,3200,2700,0,0,0,0,0,1,100000
1950,1,0,1,0,4,0,100,2100,300,0,0,0,0,1,0,100000
13794,1,0,0,1,1,800,1000,1050,400,0,0,0,1,0,0,100000
8014,1,0,0,1,1,0,200,1000,0,0,0,0,1,0,0,100000
8060,1,0,0,1,5,700,1000,3500,700,100,0,0,0,1,0,100000
15440,1,0,0,1,2,900,0,500,2700,0,0.666666667,0,1,0,0,100000
1291,1,0,1,0,8,0,100,500,400,0,0.5,0,0,1,0,100000
15595,1,0,0,1,3,13600,4300,2500,1100,1000,0,1,1,0,0,100000
11405,1,0,0,1,6,4600,2200,6500,15300,800,0.5,1,0,1,0,100000
10531,1,0,0,1,2,0,0,630,0,0,0.5,0,1,0,0,100000
14829,1,0,1,0,12,500,800,28100,3900,0,0.5,0,0,0,1,100000
13287,1,0,0,1,2,800,300,700,200,0,0,1,1,0,0,100000
15494,1,0,0,1,3,0,1200,10000,3200,300,0.5,0,1,0,0,100000
3476,1,0,1,0,3,0,700,360,1800,0,0.666666667,0,1,0,0,100000
1260,1,0,1,0,1,1300,400,130,900,0,0,0,1,0,0,100000
3924,1,0,1,0,2,0,0,120,1500,0,1,0,1,0,0,100000
1991,1,0,1,0,2,0,100,300,1200,0,0,0,1,0,0,100000
205,1,0,1,0,2,400,100,300,1600,1000,0,0,1,0,0,100000
4770,1,0,0,1,8,0,0,300,600,0,0,0,0,1,0,100000
6169,1,0,0,1,4,0,100,2500,600,0,0.4,0,0,1,0,100000
1124,1,0,1,0,7,0,600,530,3000,100,0.5,0,0,1,0,100000
4923,1,0,0,1,4,10600,800,500,1600,0,0,0,0,1,0,100000
11049,1,0,0,1,7,18700,1500,7600,1100,0,0.5,0,0,1,0,100000
2506,1,0,1,0,3,1400,200,330,500,1400,0.666666667,0,1,0,0,100000
7455,1,0,0,1,15,0,300,300,2000,200,0.666666667,0,0,0,1,100000
5354,1,0,0,1,2,9700,2600,1800,4600,900,0.6,1,1,0,0,100000
12688,1,0,0,1,2,0,300,46,0,0,1,0,1,0,0,100000
12882,1,0,0,1,14,7300,2100,8000,1600,0,0.75,1,0,0,1,100000
3434,1,0,1,0,12,0,1100,40,4800,200,1,0,0,0,1,100000
847,1,0,1,0,2,600,0,1000,200,0,0.666666667,0,1,0,0,100000
8830,1,0,0,1,4,3300,600,4100,900,800,0.5,0,0,1,0,100000
11323,1,0,0,1,4,300,1000,1540,1000,0,0,0,0,1,0,100000
4766,1,0,0,1,4,0,2900,3600,1300,0,0.5,1,0,1,0,100000
1019,1,0,1,0,3,0,1300,220,2300,500,0.75,0,1,0,0,100000
7107,1,0,0,1,3,800,3500,1840,26100,500,0.5,0,1,0,0,100000
14837,1,0,1,0,2,4500,1400,3000,1500,0,0.333333333,1,1,0,0,100000
9921,1,0,0,1,4,400,600,300,3100,0,0.333333333,0,0,1,0,100000
14537,1,0,1,0,7,1100,600,500,400,0,0.666666667,0,0,1,0,100000
130,1,0,1,0,2,1700,1000,3500,1200,0,0.5,0,1,0,0,100000
7739,1,0,0,1,5,11000,700,9500,7200,0,0.75,0,0,1,0,100000
14769,1,0,1,0,3,0,0,480,1200,0,0.5,0,1,0,0,100000
1580,1,0,1,0,8,0,100,220,200,0,1,0,0,1,0,100000
8492,1,0,0,1,8,0,600,150,900,0,0.6,0,0,1,0,100000
8193,1,0,0,1,3,1900,1700,2000,1300,0,0.5,0,1,0,0,100000
9462,1,0,0,1,3,8400,600,540,900,0,0,1,1,0,0,100000
13570,1,0,0,1,5,0,100,3500,0,0,0.6,0,0,1,0,100000
5174,1,0,0,1,3,200,1100,140,700,0,0.333333333,0,1,0,0,100000
3681,1,0,1,0,8,0,0,2200,300,0,0,0,0,1,0,100000
3733,1,0,1,0,3,0,1200,870,1700,0,0.5,0,1,0,0,100000
8153,1,0,0,1,1,0,900,50,1800,0,0,0,1,0,0,100000
14819,1,0,1,0,1,500,4000,300,2900,0,0,0,1,0,0,100000
7134,1,0,0,1,5,0,0,1630,100,0,1,0,0,1,0,100000
2823,1,0,1,0,4,0,1300,240,2600,0,0,0,0,1,0,100000
4258,1,0,1,0,2,0,900,920,100,0,0,0,1,0,0,100000
1037,1,0,1,0,15,0,100,360,300,0,0.333333333,0,0,0,1,100000
7754,1,0,0,1,4,500,900,250,2200,0,0,0,0,1,0,100000
15079,1,0,0,1,1,2300,1300,5000,300,2500,0.5,0,1,0,0,100000
9664,1,0,0,1,6,0,0,3600,1000,0,1,0,0,1,0,100000
14290,1,0,0,1,1,3100,3600,420,4200,500,0,0,1,0,0,100000
2134,1,0,1,0,5,0,0,1260,0,0,0.5,0,0,1,0,100000
12568,1,0,0,1,2,4400,28700,500,5400,400,1,0,1,0,0,100000
13009,1,0,0,1,3,2500,700,2400,0,0,0,1,1,0,0,100000
13820,1,0,0,1,1,2100,1200,360,300,2000,0,0,1,0,0,100000
3106,1,0,1,0,4,0,200,135,9800,0,0.75,0,0,1,0,100000
15888,1,0,0,1,3,5000,600,12000,1900,0,0.333333333,1,1,0,0,100000
8127,1,0,0,1,30,0,1500,2700,400,0,0,0,0,0,1,100000
8272,1,0,0,1,5,3000,800,500,500,200,0,0,0,1,0,100000
2108,1,0,1,0,8,0,400,31800,500,0,0.4,0,0,1,0,100000
15456,1,0,0,1,3,7000,3000,8000,1500,0,0.333333333,1,1,0,0,100000
1273,1,0,1,0,3,500,0,340,300,0,0,0,1,0,0,100000
13436,1,0,0,1,4,0,800,1900,300,0,1,0,0,1,0,100000
6248,1,0,0,1,62,0,1700,1976,5500,0,0,0,0,0,1,100000
6164,1,0,0,1,6,2000,1100,2000,800,0,0.5,0,0,1,0,100000
5180,1,0,0,1,3,0,0,710,100,0,0.666666667,0,1,0,0,100000
1766,1,0,1,0,3,2100,2100,400,1300,0,0.666666667,0,1,0,0,100000
7346,1,0,0,1,7,7100,26800,40500,1100,0,0.666666667,1,0,1,0,100000
14792,1,0,1,0,4,0,500,2000,2500,0,0.5,0,0,1,0,100000
8149,1,0,0,1,10,0,400,3000,2000,0,0,0,0,1,0,100000
7530,1,0,0,1,4,600,1300,3260,400,0,0.5,0,0,1,0,100000
7462,1,0,0,1,2,0,400,240,100,0,0.5,0,1,0,0,100000
5001,1,0,0,1,2,0,900,1250,0,0,0,0,1,0,0,100000
14736,1,0,1,0,3,100,400,1000,3600,0,0.333333333,0,1,0,0,100000
13036,1,0,0,1,3,500,2500,2162,1300,0,0.5,0,1,0,0,100000
9418,1,0,0,1,8,11500,800,3500,0,0,0.5,1,0,1,0,100000
5621,1,0,0,1,16,0,400,270,800,0,0,0,0,0,1,100000
10806,1,0,0,1,4,0,400,8000,200,0,0.333333333,0,0,1,0,100000
12338,1,0,0,1,4,0,0,450,0,0,1,0,0,1,0,100000
14590,1,0,1,0,2,0,500,320,600,0,0.333333333,0,1,0,0,100000
10103,1,0,0,1,15,0,3100,810,1000,500,0,0,0,0,1,100000
7100,1,0,0,1,15,23000,2300,6200,2300,0,0,1,0,0,1,100000
3646,1,0,1,0,3,200,400,445,1100,0,0,0,1,0,0,100000
15421,1,0,0,1,10,5300,5500,1350,500,0,1,1,0,1,0,100000
4949,1,0,0,1,5,0,0,8000,0,0,0.333333333,0,0,1,0,100000
3405,1,0,1,0,3,0,200,390,900,500,0.333333333,0,1,0,0,100000
5382,1,0,0,1,3,0,500,3840,0,0,0.5,1,1,0,0,100000
10962,1,0,0,1,3,2300,300,1600,3000,200,0.5,1,1,0,0,100000
11817,1,0,0,1,2,0,4600,1035,1300,0,0.333333333,0,1,0,0,100000
10802,1,0,0,1,5,1100,800,2700,1700,1300,0.666666667,1,0,1,0,100000
5329,1,0,0,1,10,0,1900,300,1000,0,0,0,0,1,0,100000
7571,1,0,0,1,1,1600,300,160,1600,0,0.5,0,1,0,0,100000
4352,1,0,1,0,90,0,2300,770,14000,0,1,0,0,0,1,100000
1181,1,0,1,0,7,900,200,600,900,600,0,0,0,1,0,100000
4256,1,0,1,0,8,0,900,7500,0,0,0.5,0,0,1,0,100000
9449,1,0,0,1,6,0,800,320,0,0,0.333333333,0,0,1,0,100000
10909,1,0,0,1,2,2200,700,3800,4200,0,0.25,0,1,0,0,100000
15898,1,0,0,1,6,1200,700,1200,1100,0,0,0,0,1,0,100000
3292,1,0,1,0,3,600,400,460,400,0,0,0,1,0,0,100000
10722,1,0,0,1,7,0,0,8500,100,0,0.5,0,0,1,0,100000
11717,1,0,0,1,7,0,200,1960,100,0,1,1,0,1,0,100000
1010,1,0,1,0,8,1200,1900,1000,1300,0,0,0,0,1,0,100000
2439,1,0,1,0,3,0,900,1160,400,0,0.4,0,1,0,0,100000
1560,1,0,1,0,3,300,300,600,200,0,0.333333333,0,1,0,0,100000
12961,1,0,0,1,1,0,600,270,300,0,0.5,0,1,0,0,100000
4065,1,0,1,0,6,43500,1400,2250,2400,0,1,1,0,1,0,100000
11608,1,0,0,1,12,7700,11700,110664,2000,0,0.5,1,0,0,1,100000
1047,1,0,1,0,2,200,1400,1030,1300,0,0.4,0,1,0,0,100000
13220,1,0,0,1,2,0,1000,1300,1100,0,0.333333333,0,1,0,0,100000
9930,1,0,0,1,2,0,200,50,1300,0,1,0,1,0,0,100000
6297,1,0,0,1,3,0,300,3000,1300,0,0.333333333,0,1,0,0,100000
739,1,0,1,0,10,300,1000,300,600,0,0.5,0,0,1,0,100000
13644,1,0,0,1,2,3200,35600,2000,300,0,0.5,1,1,0,0,100000
7641,1,0,0,1,2,0,1800,300,100,400,0.25,0,1,0,0,100000
283,1,0,1,0,3,2600,1500,850,900,0,0,0,1,0,0,100000
4947,1,0,0,1,7,6400,3600,11108,4000,0,0.5,1,0,1,0,100000
7069,1,0,0,1,3,2600,2200,4500,1000,0,0.333333333,1,1,0,0,100000
8919,1,0,0,1,17,0,1600,4600,500,0,0.4,0,0,0,1,100000
11814,1,0,0,1,5,0,0,3800,1100,0,0.666666667,0,0,1,0,100000
1187,1,0,1,0,6,0,100,6535,0,0,0.5,0,0,1,0,100000
10914,1,0,0,1,3,4800,2300,2350,1300,500,0.666666667,1,1,0,0,100000
7606,1,0,0,1,2,1100,0,664,0,0,0,0,1,0,0,100000
10976,1,0,0,1,5,0,2000,2200,1500,200,0.5,0,0,1,0,100000
9991,1,0,0,1,4,0,700,610,1300,0,0.666666667,0,0,1,0,100000
2194,1,0,1,0,3,800,500,600,1300,100,0,0,1,0,0,100000
1507,1,0,1,0,8,0,0,420,500,0,0.5,0,0,1,0,100000
9751,1,0,0,1,6,0,900,2160,700,0,0.5,0,0,1,0,100000
11559,1,0,0,1,2,0,1500,860,1400,200,0.5,0,1,0,0,100000
4216,1,0,1,0,6,900,400,780,2200,2400,0.5,0,0,1,0,100000
13374,1,0,0,1,2,0,900,4000,700,0,0.666666667,0,1,0,0,100000
1889,1,0,1,0,5,0,200,1400,5200,0,0.5,0,0,1,0,100000
14568,1,0,1,0,1,1000,100,200,600,0,1,0,1,0,0,100000
10917,1,0,0,1,6,0,0,4000,0,0,0.5,1,0,1,0,100000
13403,1,0,0,1,4,0,600,1890,100,0,0.25,0,0,1,0,100000
10735,1,0,0,1,10,0,400,5500,700,500,0.75,0,0,1,0,100000
10603,1,0,0,1,4,0,0,680,0,0,0.6,0,0,1,0,100000
4856,1,0,0,1,2,2600,500,400,900,0,1,0,1,0,0,100000
3771,1,0,1,0,3,0,900,455,2800,0,0.333333333,0,1,0,0,100000
13506,1,0,0,1,7,18000,100,600,0,0,0.5,0,0,1,0,100000
15615,1,0,0,1,2,3200,2800,3000,4900,200,0.666666667,1,1,0,0,100000
7042,1,0,0,1,4,0,3400,17000,0,0,0,1,0,1,0,100000
13733,1,0,0,1,1,3000,2100,1272,600,0,0.75,0,1,0,0,100000
2634,1,0,1,0,1,300,1400,30,1200,0,1,0,1,0,0,100000
5804,1,0,0,1,8,0,800,1750,0,0,1,1,0,1,0,100000
75,1,0,1,0,6,0,100,200,1800,800,0,0,0,1,0,100000
12565,1,0,0,1,4,0,2600,560,1000,100,0.5,0,0,1,0,100000
13133,1,0,0,1,4,8000,600,3000,2500,0,0.5,1,0,1,0,100000
7211,1,0,0,1,5,3100,600,500,500,300,0.5,0,0,1,0,100000
10320,1,0,0,1,7,0,300,4000,300,0,0.5,0,0,1,0,100000
13563,1,0,0,1,8,0,500,5500,700,0,0.5,0,0,1,0,100000
11459,1,0,0,1,2,3300,500,2500,1700,600,0.5,0,1,0,0,100000
5509,1,0,0,1,2,2500,1600,29000,6700,0,0.666666667,1,1,0,0,100000
15548,1,0,0,1,2,0,600,600,800,0,0,0,1,0,0,100000
9563,1,0,0,1,10,600,300,80,1600,0,0.666666667,0,0,1,0,100000
3992,1,0,1,0,4,600,400,320,6100,1100,0.5,0,0,1,0,100000
3575,1,0,1,0,6,0,2300,415,200,0,0.666666667,0,0,1,0,100000
498,1,0,1,0,1,400,1100,30,4500,100,0,0,1,0,0,100000
7302,1,0,0,1,4,0,600,3000,1500,300,0,0,0,1,0,100000
8161,1,0,0,1,38,0,100,4000,0,0,0.5,0,0,0,1,100000
1026,1,0,1,0,30,0,3000,3040,2200,0,0.5,0,0,0,1,100000
14734,1,0,1,0,4,1800,700,800,3200,500,0.666666667,0,0,1,0,100000
6349,1,0,0,1,7,0,400,1200,900,0,0,0,0,1,0,100000
9383,1,0,0,1,1,0,500,450,400,0,1,0,1,0,0,100000
1973,1,0,1,0,3,0,1100,750,2600,0,1,0,1,0,0,100000
6075,1,0,0,1,2,0,500,750,200,0,0.333333333,0,1,0,0,100000
6611,1,0,0,1,5,200,2800,9500,700,0,0.5,1,0,1,0,100000
6575,1,0,0,1,4,0,1800,4500,900,0,0.333333333,1,0,1,0,100000
3058,1,0,1,0,2,0,300,40,600,0,0.5,0,1,0,0,100000
3569,1,0,1,0,2,0,200,180,500,0,0.5,0,1,0,0,100000
7774,1,0,0,1,8,0,200,2150,0,200,0.428571429,0,0,1,0,100000
15173,1,0,0,1,7,2400,600,560,800,0,0,0,0,1,0,100000
109,1,0,1,0,1,100,1200,200,300,0,0,0,1,0,0,100000
6934,1,0,0,1,2,1400,1700,360,1100,0,0,1,1,0,0,100000
5479,1,0,0,1,4,1200,1700,39400,6300,400,0.333333333,1,0,1,0,100000
12225,1,0,0,1,20,1900,1800,9800,1400,0,0.5,1,0,0,1,100000
11616,1,0,0,1,12,0,800,600,2300,0,0.5,0,0,0,1,100000
14696,1,0,1,0,2,0,300,200,1300,0,0.5,0,1,0,0,100000
4537,1,0,1,0,2,0,400,400,1200,0,0,0,1,0,0,100000
10133,1,0,0,1,3,3900,600,18700,1600,0,0.666666667,1,1,0,0,100000
15972,1,0,0,1,2,900,900,1500,1300,400,1,0,1,0,0,100000
10367,1,0,0,1,3,3800,1700,2050,2500,0,0,1,1,0,0,100000
3856,1,0,1,0,4,0,300,350,900,0,0.5,0,0,1,0,100000
1240,1,0,1,0,2,100,500,960,700,0,0.5,0,1,0,0,100000
12590,1,0,0,1,6,4400,6400,5500,3500,0,0.5,1,0,1,0,100000
14148,1,0,0,1,25,0,300,1150,2400,0,0.6,0,0,0,1,100000
33,1,0,1,0,3,0,100,180,0,0,0,0,1,0,0,100000
10726,1,0,0,1,5,4600,7200,5100,5900,1500,0.666666667,1,0,1,0,100000
2699,1,0,1,0,4,0,1100,3160,900,100,0.75,0,0,1,0,100000
2825,1,0,1,0,12,0,400,320,3200,0,0.5,0,0,0,1,100000
15922,1,0,0,1,2,3400,100,1250,300,500,0,0,1,0,0,100000
15077,1,0,0,1,40,0,0,1680,800,0,0.666666667,1,0,0,1,100000
12235,1,0,0,1,4,0,100,1350,600,0,0.5,1,0,1,0,100000
4510,1,0,1,0,7,0,400,36,900,0,0.5,0,0,1,0,100000
15656,1,0,0,1,2,1600,2700,5000,900,0,0.333333333,1,1,0,0,100000
7916,1,0,0,1,6,5000,1100,2200,800,0,0,0,0,1,0,100000
11304,1,0,0,1,3,14000,6500,2330,2600,300,0.5,1,1,0,0,100000
7404,1,0,0,1,7,0,800,2900,900,0,0.75,0,0,1,0,100000
9032,1,0,0,1,4,1000,400,650,1800,0,0.333333333,1,0,1,0,100000
15474,1,0,0,1,1,1100,2100,6500,2900,0,0.666666667,1,1,0,0,100000
2527,1,0,1,0,3,0,100,1500,100,0,0.666666667,0,1,0,0,100000
6454,1,0,0,1,5,1800,1500,1560,1300,0,0,0,0,1,0,100000
9189,1,0,0,1,13,0,1600,12200,2300,300,0,0,0,0,1,100000
14348,1,0,0,1,2,0,3300,60,2800,300,1,0,1,0,0,100000
7626,1,0,0,1,3,0,0,170,0,0,1,0,1,0,0,100000
4656,1,0,1,0,10,0,0,234,0,0,1,0,0,1,0,100000
6791,1,0,0,1,10,0,0,440,0,0,0.666666667,0,0,1,0,100000
6799,1,0,0,1,6,2200,1100,83000,2700,0,0.25,0,0,1,0,100000
9221,1,0,0,1,1,1100,600,1100,300,0,0.5,1,1,0,0,100000
8461,1,0,0,1,7,4400,0,5400,2800,400,1,0,0,1,0,100000
1758,1,0,1,0,10,0,1000,3200,200,0,1,0,0,1,0,100000
12845,1,0,0,1,3,0,400,1200,0,0,0,0,1,0,0,100000
14834,1,0,1,0,2,300,1300,4000,2300,300,0.333333333,0,1,0,0,100000
9604,1,0,0,1,4,300,8800,6950,1200,0,0.25,1,0,1,0,100000
2497,1,0,1,0,2,0,700,1050,1800,0,0.5,0,1,0,0,100000
7843,1,0,0,1,4,0,100,7500,100,0,0.5,0,0,1,0,100000
15117,1,0,0,1,2,0,600,2800,1800,100,0,0,1,0,0,100000
10382,1,0,0,1,6,0,400,3400,200,0,0.5,0,0,1,0,100000
4031,1,0,1,0,2,300,300,680,600,0,0.5,0,1,0,0,100000
11870,1,0,0,1,4,1200,1500,5300,6300,2100,0.5,1,0,1,0,100000
11953,1,0,0,1,8,0,1500,3580,1900,400,0.5,0,0,1,0,100000
13681,1,0,0,1,1,1600,2300,1200,1100,1400,0.333333333,0,1,0,0,100000
3094,1,0,1,0,4,0,200,480,300,0,0.25,0,0,1,0,100000
11576,1,0,0,1,1,400,1300,1000,2000,0,0.5,1,1,0,0,100000
12321,1,0,0,1,19,0,0,500,0,0,1,0,0,0,1,100000
2720,1,0,1,0,7,1300,600,1960,2800,0,0.5,0,0,1,0,100000
10409,1,0,0,1,11,11700,400,20,1300,0,0,0,0,0,1,100000
4739,1,0,0,1,2,0,1300,1800,2600,0,0.5,0,1,0,0,100000
4334,1,0,1,0,6,0,1100,9700,900,0,0.666666667,0,0,1,0,100000
1394,1,0,1,0,2,0,900,128,900,0,0.666666667,0,1,0,0,100000
14646,1,0,1,0,3,0,100,200,900,0,0,0,1,0,0,100000
1489,1,0,1,0,8,200,200,1770,1900,0,0,0,0,1,0,100000
6157,1,0,0,1,3,800,2000,2080,3300,300,0.25,0,1,0,0,100000
3278,1,0,1,0,2,3300,500,320,3200,100,0.5,0,1,0,0,100000
5447,1,0,0,1,2,1700,1600,2000,800,200,0.5,0,1,0,0,100000
12037,1,0,0,1,8,900,1300,600,2000,0,0.5,0,0,1,0,100000
1209,1,0,1,0,4,0,100,1130,200,0,0,0,0,1,0,100000
7596,1,0,0,1,4,1800,1700,4850,1000,0,0,1,0,1,0,100000
6900,1,0,0,1,3,1400,800,11500,500,0,0.333333333,0,1,0,0,100000
951,1,0,1,0,1,0,1900,4000,400,0,0.5,1,1,0,0,100000
8857,1,0,0,1,3,0,0,106,1600,0,0.333333333,0,1,0,0,100000
6310,1,0,0,1,1,800,300,3000,1200,0,0.25,0,1,0,0,100000
5559,1,0,0,1,7,0,300,2000,800,0,0.5,0,0,1,0,100000
5307,1,0,0,1,2,2500,1800,920,800,0,0.25,0,1,0,0,100000
10844,1,0,0,1,15,0,900,15600,4600,300,0.5,0,0,0,1,100000
8805,1,0,0,1,20,0,100,4300,500,0,0.5,0,0,0,1,100000
2963,1,0,1,0,2,1200,800,740,400,0,0.5,0,1,0,0,100000
1951,1,0,1,0,4,0,900,400,500,0,0,0,0,1,0,100000
4763,1,0,0,1,5,1300,1300,21000,2700,0,0.5,1,0,1,0,100000
1976,1,0,1,0,6,12400,2200,3800,3400,200,0.666666667,1,0,1,0,100000
9152,1,0,0,1,4,400,400,7000,200,0,0.5,1,0,1,0,100000
15429,1,0,0,1,5,0,1000,1800,2300,0,1,0,0,1,0,100000
4560,1,0,1,0,7,0,1100,40,600,100,0.5,0,0,1,0,100000
2483,1,0,1,0,3,0,600,1160,1300,0,0.5,0,1,0,0,100000
9512,1,0,0,1,12,0,400,340,400,0,0,0,0,0,1,100000
5940,1,0,0,1,25,0,600,950,1100,0,0,0,0,0,1,100000
2567,1,0,1,0,4,0,100,320,400,0,0.333333333,0,0,1,0,100000
10642,1,0,0,1,5,2500,300,10000,900,0,0.5,0,0,1,0,100000
2407,1,0,1,0,5,0,700,510,1300,0,0.666666667,0,0,1,0,100000
1778,1,0,1,0,10,0,100,2500,100,0,0.4,0,0,1,0,100000
3591,1,0,1,0,3,0,1000,760,600,0,0.25,0,1,0,0,100000
4828,1,0,0,1,10,0,1100,100,1800,0,1,0,0,1,0,100000
